t,x,y,z,alpha,beta,x_dot,y_dot,z_dot,alpha_dot,beta_dot,x_est,y_est,z_est,x_dot_est,y_dot_est,z_dot_est,err_x,err_y,err_z,err_x_dot,err_y_dot,err_z_dot,x_std,y_std,z_std,x_dot_std,y_dot_std,z_dot_std,bx,by,bz,bx_est,by_est,bz_est,bx_std,by_std,bz_std,nis,nees,cond_P,det_P,cond_S,det_S,runtime,filterVariant,nx,useSRformulation,RK4Iterations,updateJacobians,updateQ,cubature
0.675,0.0123262863377727,-0.0416216598468816,30.1190536092256,0.723473954639694,0.193184360419463,-0.448338386660537,0.1753442847884,-0.215659885673525,10.6390005371148,25.9838025160724,-7.88495634083262,8.42702416012136,6.00199398073754,-341388.960314059,378713.716622118,-1034283.81171413,-7.89728262717039,8.46864581996824,-24.117059628488,-341388.511975672,378713.541277833,-1034283.59605424,0.20940464187734,0.209381117976577,0.126394722550291,363.563713932505,363.561508801735,357.194992489767,-0.0264096165714575,0.265524916398565,10.5398117729627,-5.34968698197736,5.56596271284583,-13.6360696847696,0.141538347498844,0.141544570317409,0.192466553691223,18632.917129206,10444792.4801409,8414607.13877929,6.15568035597664e-26,1.8492071495624,1.48675112599913e-23,27.197,0,6,0,0,1,0,0
0.68,0.0101771951856582,-0.0407137997510834,30.1179118247272,0.707130269742246,0.15498724298492,-0.418432946879138,0.190848244492957,-0.237179583638398,10.8450919564983,22.5014508393709,-8.12688333193183,8.4906131084084,5.82908563944881,-340202.364899138,377877.782204343,-1039855.91410525,-8.13706052711749,8.53132690815948,-24.2888261852784,-340201.946466191,377877.591356099,-1039855.67692566,0.20940544331412,0.209381919137452,0.126394903438131,364.279463748835,364.277263337468,357.924566484177,-0.160763528302714,0.160054321582851,10.3635544851811,-5.37078153047116,5.71116755392785,-13.600785941916,0.141538890961957,0.141545113805854,0.192467298465208,18432.954705483,10480723.0497854,8447402.97567939,6.23133473842054e-26,1.84920726030206,1.48678546734584e-23,25.286,0,6,0,0,1,0,0
0.685,0.0081961725481392,-0.039720971729351,30.1167318423135,0.689435516522155,0.120415188530515,-0.380413616754334,0.209580892175631,-0.230811389786503,11.7306931027273,18.5938507515522,-7.89861684442727,7.99508602194913,5.76874979376605,-338813.038975354,376815.333645314,-1045352.92970022,-7.90681301697541,8.03480699367848,-24.3479820485475,-338812.658561737,376815.124064422,-1045352.69888883,0.209406238022981,0.209382713572729,0.126395082810345,364.987821695934,364.985625941337,358.646563018606,0.0875415182862144,-0.20517258969183,10.3902970379217,-5.45812500312541,5.73804488609843,-13.8180792214693,0.14153942987103,0.14154565274005,0.192468037008464,19158.0859533013,10515644.361765,8479923.75316862,6.30696421830379e-26,1.8492073703095,1.48681952173433e-23,27.313,0,6,0,0,1,0,0
0.69,0.00641598906258676,-0.0386285613285773,30.1156558168985,0.669998765197367,0.0901310538620121,-0.337292969865591,0.23101445013717,-0.195951403442625,13.1638861331769,14.4653560690443,-7.90744425058769,8.19127851662105,5.82743433301614,-337483.405215407,375982.269679339,-1050775.04269905,-7.91386023965028,8.22990707794963,-24.2882214838823,-337483.067922438,375982.038664889,-1050774.84674764,0.209407026048477,0.209383501326948,0.126395260676916,365.688870259188,365.686679099802,359.361067800238,0.0117608968456367,0.0869101585823837,10.4934564917014,-5.38300745990056,5.57356739343065,-13.9517388774197,0.141539964256068,0.141546187150002,0.192468769361852,19125.4157630958,10550350.3212021,8512171.28770399,6.38256008405079e-26,1.84920747958588,1.48685329104025e-23,21.836,0,6,0,0,1,0,0
0.695,0.00485647928663354,-0.0374285218440494,30.1148190412552,0.648511576083212,0.0642868624165644,-0.291295288078686,0.253026877773405,-0.135924904400644,15.087664951635,10.6232017398018,-8.0182940296409,8.03025259849041,5.67840822800243,-336166.550093538,374993.77597885,-1056244.52244238,-8.02315050892753,8.06768112033446,-24.4364108132528,-336166.25879825,374993.522951972,-1056244.38651747,0.209407807435087,0.209384282444571,0.126395437047812,366.382690787586,366.380504162895,360.068165323557,-0.0513777355108115,-0.0988175915569825,10.3729704877786,-5.38829994451807,5.64651120392889,-14.001959822775,0.141540494147031,0.141546717065673,0.192469495566175,19146.1695160562,10585428.857723,8544147.39176014,6.4581137595801e-26,1.84920758813244,1.48688677713669e-23,18.077,0,6,0,0,1,0,0
0.7,0.00352534062775733,-0.0361229580600305,30.1143321543179,0.624862186642994,0.0427642392424856,-0.245105264949519,0.273642242035351,-0.0571843055085936,17.2402842534231,7.19161246271003,-8.02756354144983,8.1294834796388,5.74553992341349,-334793.036166246,374076.758271982,-1061607.54181195,-8.03108888207759,8.16560643769883,-24.3687922309044,-334792.791060981,374076.48462974,-1061607.48462764,0.209408582227215,0.209385056969986,0.126395611932983,367.069363516617,367.06718136713,360.767938895626,-0.0177423014868908,0.0138100538183117,10.505841612546,-5.42445900031536,5.59641442331489,-14.1922394061123,0.141541019573827,0.141547242516971,0.192470215662171,19520.5476163091,10619793.1548346,8575853.87252703,6.53361680462532e-26,1.84920769595047,1.48691998189393e-23,20.36,0,6,0,0,1,0,0
0.705,0.00242021142792342,-0.0347248223101226,30.114267573152,0.599272681683416,0.0255032797052011,-0.200085810517544,0.290434149406392,0.0315639546053147,18.9541360642802,4.11176866850076,-8.07540594128526,8.25171279580419,5.58185184677673,-333419.334009862,373145.489178267,-1067030.03147121,-8.07782615271318,8.28643761811431,-24.5324157263753,-333419.133924052,373145.198744117,-1067030.06303517,0.209409350469177,0.209385824947495,0.126395785342362,367.748967590514,367.746789857738,361.46047066059,-0.0451376059379737,0.054231375414636,10.3687360859221,-5.42455768592624,5.63459852686524,-14.2313933258884,0.141541540566313,0.141547763533755,0.19247092969051,19373.7551488124,10654842.1053737,8607292.53941737,6.60906091497915e-26,1.84920780304137,1.48695290717927e-23,16.268,0,6,0,0,1,0,0
0.71,0.00153741922571167,-0.0332621367279415,30.1146501139783,0.572348889364903,0.0123226181144824,-0.155406772600233,0.299725091030533,0.120148088929198,19.9001703440005,1.54028384629812,-8.31257194543642,8.40955879814911,5.65286084099904,-332104.251850346,372204.685365133,-1072341.26802086,-8.31410936466213,8.44282093487706,-24.4617892729792,-332104.096443573,372204.385640042,-1072341.38816895,0.209410112205205,0.209386586421316,0.126395957285866,368.42158108382,368.41940771024,362.145841623452,-0.1931141598155,0.11106960129649,10.5052281391241,-5.43429142991361,5.68043872661045,-14.4277592495331,0.141542057154291,0.141548280145827,0.19247163769179,19738.7893468089,10689227.0825461,8638465.19430849,6.68443792266282e-26,1.84920790940659,1.48698555485682e-23,24.763,0,6,0,0,1,0,0
0.715,0.000876616877871547,-0.0317794269071397,30.1154525588215,0.545051103942997,0.00306477676999686,-0.11056160342376,0.298525580841793,0.198103265764132,19.7759571279583,-0.63837362840419,-8.20611961102905,8.34659902285042,5.59580849718734,-330658.140889169,371161.61465064,-1077674.96438118,-8.20699622790693,8.37837844975756,-24.5196440616342,-330658.030327565,371161.316125059,-1077675.16248444,0.20941086747944,0.209387341435571,0.126396127773388,369.08728102235,369.085111951403,362.82413167313,-0.0462069942505254,0.00758576161728639,10.4678627987169,-5.50754218222628,5.73780507014945,-14.4643057627588,0.141542569367502,0.141548792382931,0.192472339706535,19947.4780669246,10723794.5906455,8669373.63451938,6.75973979602333e-26,1.84920801504764,1.48701792678733e-23,26.769,0,6,0,0,1,0,0
0.72,0.000438651872753078,-0.0303335523707338,30.1165977716411,0.518492502673943,-0.00239685583637206,-0.0655654931601247,0.284850695248268,0.256091950281795,18.5770307344824,-2.67333060374546,-8.21875997386649,8.59554757834944,5.45680777299465,-329257.13952662,370213.336549766,-1083012.73312224,-8.21919862573924,8.62588113072017,-24.6597899986465,-329257.073961126,370213.051699071,-1083012.98921419,0.209411616335926,0.209388090034292,0.126396296814804,369.74614340353,369.743978579587,363.495419604834,-0.10075300455056,0.191232865100814,10.3847551793189,-5.4590898373612,5.71850177069368,-14.5873482779304,0.141543077235627,0.141549300274748,0.192473035775186,19830.7856759435,10758809.6197215,8700019.65708904,6.83495863976075e-26,1.84920811996613,1.48705002482799e-23,25.946,0,6,0,0,1,0,0
0.725,0.000223070527000367,-0.0289856227053629,30.1179668243328,0.493917519634543,-0.00405722346800402,-0.0209040226325792,0.258963448864281,0.286882867069836,16.0275502294052,-4.78494349710348,-8.22749629388287,8.42015428462876,5.31477103047171,-327861.260328565,369093.052697798,-1088323.46510097,-8.22771936440987,8.44913990733413,-24.8031957938611,-327861.239424543,369092.793734349,-1088323.75198383,0.209412358818608,0.209388832261406,0.126396464419969,370.398243216164,370.396082584508,364.159783141787,-0.115881898246418,-0.0155254655288311,10.3206115669704,-5.44817585029337,5.80421593121919,-14.7693463060438,0.141543580788282,0.141549803850897,0.192473725938102,20141.6380413543,10793694.5433881,8730405.05385458,6.91008669488784e-26,1.84920822416371,1.48708185083225e-23,25.543,0,6,0,0,1,0,0
0.73,0.000225794854652244,-0.0277947273616086,30.1194124428912,0.472552927935634,-0.00195941706449014,0.0224584819321337,0.221413583351194,0.286462734200887,12.3941635322929,-7.02144084715819,-8.23437341636838,8.45234401156731,5.22235627120549,-326475.139346631,368035.731214188,-1093585.46266818,-8.23459921122304,8.48013873892892,-24.8970561716857,-326475.161805113,368035.509800605,-1093585.74913091,0.209413094971326,0.20938956816074,0.126396630598712,371.043654459638,371.041497966442,364.817298956316,-0.134192074789627,0.0644205219426458,10.3038492703541,-5.43395697550789,5.74315476640531,-14.9559546768797,0.141544080055017,0.141550303140928,0.192474410235553,20274.1775588842,10828528.1952529,8760531.61194836,6.98511633862426e-26,1.84920832764209,1.48711340664964e-23,30.232,0,6,0,0,1,0,0
0.735,0.000435504638707618,-0.0268120043247424,30.1207758193534,0.455512459245207,0.00378625685897229,0.0625698535853865,0.174865898129735,0.254269235018753,7.82168046079089,-9.25472758306704,-8.11780815125223,8.51642955797519,5.24375692590526,-325057.010609373,366979.969927396,-1098772.79705873,-8.11824365589093,8.54324156229993,-24.8770188934482,-325057.073179226,366979.795061498,-1098773.05132796,0.209413824837814,0.209390297776012,0.126396795360844,371.682450162581,371.680297754891,365.468042690323,-0.0726552769197253,0.0974631632587305,10.381865294333,-5.41806462182359,5.75135985520676,-15.1112245208007,0.141544575065312,0.141550798174323,0.192475088707719,20604.5438072057,10862978.8912563,8790401.11442998,7.06004008422744e-26,1.84920843040308,1.48714469412562e-23,24.603,0,6,0,0,1,0,0
0.74,0.000830167052640298,-0.0260744648855555,30.1219051720307,0.443412368462933,0.0128257656820066,0.0970602685730882,0.122370920518094,0.193649676753954,2.861775510627,-11.3614804179868,-8.24921751665,8.45839540106644,5.19694868838284,-323744.968192143,365871.691906447,-1103950.73695057,-8.25004768370264,8.484469865952,-24.9249564836479,-323745.065252411,365871.569535527,-1103950.93060024,0.209414548461694,0.20939102115083,0.126396958716148,372.314702401012,372.312554026726,366.112088975187,-0.220368350750308,0.0389458054353348,10.3654203309267,-5.35992920162095,5.76916775639432,-15.1899748346361,0.141545065848575,0.141551288980489,0.192475761394684,20624.4451744992,10897684.820063,8820015.34042267,7.13485058076244e-26,1.84920853244851,1.48717571510137e-23,22.538,0,6,0,0,1,0,0
0.745,0.00137772873627266,-0.0255983699815434,30.1226737102966,0.436737920855295,0.0246080410750434,0.124241174459746,0.0692579782802541,0.111167532322307,-2.15810536725637,-12.7822571769175,-7.84843903647718,8.53870106470678,5.14493834286442,-322251.954795892,364810.789805076,-1109094.22108463,-7.84981676521346,8.56429943468832,-24.9777353674322,-322252.079037067,364810.720547098,-1109094.33225217,0.209415265886474,0.209391738328685,0.126397120674384,372.940482315976,372.938337923828,366.749511451085,0.0755729685283888,0.118193280378741,10.3683371932397,-5.38643338978915,5.74305533528915,-15.3187882091619,0.141545552434136,0.141551775588762,0.192476428336434,20920.0547098248,10932233.3141943,8849376.0651701,7.20954061281276e-26,1.8492086337803,1.48720647141368e-23,18.824,0,6,0,0,1,0,0
