0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1
2030.87078404218,-0.00226670534194303,0.00353883589099269,0.00323815048849004,50.6033987860792,0.00151499183568641,0,0,0,0,0,0
0.00674373751285984,2030.86637350774,-0.00197035674813032,-50.6030344941492,0.00466351494458432,0.00181712284108571,0,0,0,0,0,0
-0.000888178419700125,0.00444089209850063,-4061.74827105588,0,0.00266453525910038,-0.000888178419700125,0,0,0,0,0,0
0.89989870037379,-17780902.1302818,-48.4820424826381,-1380251.12815282,149.833133612237,83.5780917972161,0,0,0,0,0,0
17780807.8658929,11.4737084297659,-84.3655031600431,12.4860944676864,-1380207.0331165,36.1084353524985,0,0,0,0,0,0
0,0,0,-1.30987015662031e-11,9.24745939631088e-11,0,0,0,0,0,0,0
