run_id,variant,magnet_n,repetition,completed,timestamp_start,timestamp_end,nx,N,Tf,dt,sim_steps_requested,sim_steps_completed,disturbance_time_s,disturbance_applied,perturbation_scale,graph_build_time_s,equilibrium_time_s,n_instructions,n_nodes,nnz_jac_x,nnz_jac_u,ext_fun_compile_flags,correction_factor_fast,correction_time_s,build_ocp_time_s,build_sim_time_s,build_total_time_s,total_wall_time_s,generated_code_bytes,zEq_m,status_ok_count,status_max_iter_count,status_qp_fail_count,status_nonzero_count,diverged,sqp_iter_mean,sqp_iter_max,solve_time_reported_mean_ms,solve_time_reported_median_ms,solve_time_reported_p95_ms,solve_time_reported_max_ms,solve_wall_mean_ms,solve_wall_median_ms,solve_wall_p95_ms,solve_wall_max_ms,sim_wall_mean_ms,sim_wall_max_ms,final_state_error_norm,final_position_error_m,final_angle_norm_deg,rms_state_error_norm,rms_position_error_m,max_position_error_m,max_angle_norm_deg,mean_control_abs,max_control_abs,generated_code_dir,error_message
reduced_n0020_rep01,reduced,20,1,1,20-May-2026 21:15:52,20-May-2026 21:19:14,10,10,0.05,0.005,2000,2000,5,1,0.05,0.182231,0.047686,21552,21542,30,20,-O1,0.564394817323794,14.737544,90.144302,89.486325,179.630766,201.914512,49686730,0.0301191833390181,2000,0,0,0,0,1,1,3.036469,3.02,3.17705,3.787,3.0505355,3.031,3.2,5.627,0.299145000000001,8.051,3.95612422711735e-12,3.94890371710287e-12,2.98763167777365e-13,0.114468127557042,0.000142716246715109,0.00236739319871591,0.699021999088922,0.0153295185107346,0.999999999999999,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/reduced_n0020_rep01,""
reduced_n0020_rep02,reduced,20,2,1,20-May-2026 21:19:14,20-May-2026 21:22:36,10,10,0.05,0.005,2000,2000,5,1,0.05,0.181821,0.047492,21552,21542,30,20,-O1,0.564394817323794,14.71782,90.106008,89.773862,179.880005,202.150764,49686730,0.0301191833390181,2000,0,0,0,0,1,1,3.033322,2.999,3.18905,3.814,3.048188,3.011,3.21005,5.699,0.296231,7.986,3.95612422711735e-12,3.94890371710287e-12,2.98763167777365e-13,0.114468127557042,0.000142716246715109,0.00236739319871591,0.699021999088922,0.0153295185107346,0.999999999999999,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/reduced_n0020_rep02,""
reduced_n0020_rep03,reduced,20,3,1,20-May-2026 21:22:36,20-May-2026 21:25:58,10,10,0.05,0.005,2000,2000,5,1,0.05,0.185594,0.047183,21552,21542,30,20,-O1,0.564394817323794,14.533943,90.170471,89.998274,180.168894,202.331619,49686730,0.0301191833390181,2000,0,0,0,0,1,1,3.062627,3.036,3.19005,4.912,3.07733,3.049,3.21805,5.655,0.3007195,7.912,3.95612422711735e-12,3.94890371710287e-12,2.98763167777365e-13,0.114468127557042,0.000142716246715109,0.00236739319871591,0.699021999088922,0.0153295185107346,0.999999999999999,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/reduced_n0020_rep03,""
full_n0030_rep01,full,30,1,1,20-May-2026 21:25:58,20-May-2026 21:33:53,12,10,0.05,0.005,2000,2000,5,1,0.05,0.178686,0.06849,32695,32683,48,24,-O1,0.564394803908671,15.510846,222.945191,223.027154,445.972469,474.230934,85964318,0.0301191786658315,2000,0,0,0,0,1,1,5.2660355,5.232,5.4838,7.035,5.2838375,5.247,5.51705,7.933,0.597155,8.437,0.000428611605109177,9.72347353416381e-14,0.0244774419327343,0.114504157422843,0.00014265270941618,0.00236739065284935,0.700665266706591,0.0153148605042932,0.999999999999985,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/full_n0030_rep01,""
full_n0030_rep02,full,30,2,1,20-May-2026 21:33:53,20-May-2026 21:41:43,12,10,0.05,0.005,2000,2000,5,1,0.05,0.181188,0.069746,32695,32683,48,24,-O1,0.564394803908671,14.722477,221.321633,221.614906,442.936668,470.408331,85964318,0.0301191786658315,2000,0,0,0,0,1,1,5.250935,5.194,5.53035,8.73,5.268812,5.209,5.5593,8.77,0.608847,8.604,0.000428611605109177,9.72347353416381e-14,0.0244774419327343,0.114504157422843,0.00014265270941618,0.00236739065284935,0.700665266706591,0.0153148605042932,0.999999999999985,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/full_n0030_rep02,""
full_n0030_rep03,full,30,3,1,20-May-2026 21:41:43,20-May-2026 21:49:36,12,10,0.05,0.005,2000,2000,5,1,0.05,0.185661,0.069484,32695,32683,48,24,-O1,0.564394803908671,14.813836,222.862048,222.434632,445.296813,473.00947,85964318,0.0301191786658315,2000,0,0,0,0,1,1,5.330362,5.296,5.55405,7.078,5.3488375,5.312,5.5814,8.011,0.598488,8.579,0.000428611605109177,9.72347353416381e-14,0.0244774419327343,0.114504157422843,0.00014265270941618,0.00236739065284935,0.700665266706591,0.0153148605042932,0.999999999999985,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/full_n0030_rep03,""
reduced_n0030_rep01,reduced,30,1,1,20-May-2026 21:49:36,20-May-2026 21:56:11,10,10,0.05,0.005,2000,2000,5,1,0.05,0.194089,0.069286,32325,32315,30,20,-O1,0.564394803908671,14.93989,183.186872,185.064873,368.251874,394.449212,74392514,0.0301191786658315,2000,0,0,0,0,1,1,4.6622975,4.634,4.89125,6.121,4.6779235,4.647,4.91405,7.403,0.479427,8.346,3.95794160103756e-12,3.94892799034009e-12,1.15402088133541e-13,0.11446783427314,0.000142715976988689,0.00236739508842053,0.699020556187065,0.0153293208969891,0.999999999999999,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/reduced_n0030_rep01,""
reduced_n0030_rep02,reduced,30,2,1,20-May-2026 21:56:11,20-May-2026 22:02:48,10,10,0.05,0.005,2000,2000,5,1,0.05,0.187113,0.068661,32325,32315,30,20,-O1,0.564394803908671,15.096096,185.383181,185.028236,370.411548,396.748605,74392514,0.0301191786658315,2000,0,0,0,0,1,1,4.655381,4.632,4.83205,5.839,4.6710215,4.645,4.85515,7.372,0.481493,8.431,3.95794160103756e-12,3.94892799034009e-12,1.15402088133541e-13,0.11446783427314,0.000142715976988689,0.00236739508842053,0.699020556187065,0.0153293208969891,0.999999999999999,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/reduced_n0030_rep02,""
reduced_n0030_rep03,reduced,30,3,1,20-May-2026 22:02:48,20-May-2026 22:09:28,10,10,0.05,0.005,2000,2000,5,1,0.05,0.187764,0.068711,32325,32315,30,20,-O1,0.564394803908671,14.820114,187.56249,185.96386,373.526484,399.624678,74392514,0.0301191786658315,2000,0,0,0,0,1,1,4.6639205,4.638,4.8556,6.161,4.6802215,4.652,4.88515,7.435,0.4898335,8.448,3.95794160103756e-12,3.94892799034009e-12,1.15402088133541e-13,0.11446783427314,0.000142715976988689,0.00236739508842053,0.699020556187065,0.0153293208969891,0.999999999999999,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/reduced_n0030_rep03,""
full_n0040_rep01,full,40,1,1,20-May-2026 22:09:28,20-May-2026 22:22:50,12,10,0.05,0.005,2000,2000,5,1,0.05,0.190313,0.090439,43506,43494,48,24,-O1,0.564394806949419,14.696062,383.836521,385.90795,769.744613,802.457762,114486456,0.0301191786658315,2000,0,0,0,0,1,1,7.350399,7.311,7.5151,10.096,7.3726405,7.331,7.54025,10.179,1.067176,9.06,0.000428611604912186,9.7241659555662e-14,0.0244774419214135,0.11450415621104,0.000142652708087869,0.00236739064785851,0.700665266907109,0.0153148599751763,0.999999999999985,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/full_n0040_rep01,""
full_n0040_rep02,full,40,2,1,20-May-2026 22:22:50,20-May-2026 22:36:18,12,10,0.05,0.005,2000,2000,5,1,0.05,0.184532,0.089119,43506,43494,48,24,-O1,0.564394806949419,14.403893,390.131216,385.27389,775.405236,807.78655,114486456,0.0301191786658315,2000,0,0,0,0,1,1,7.3212015,7.259,7.64105,10.134,7.343604,7.278,7.6711,10.22,1.0731145,9.152,0.000428611604912186,9.7241659555662e-14,0.0244774419214135,0.11450415621104,0.000142652708087869,0.00236739064785851,0.700665266907109,0.0153148599751763,0.999999999999985,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/full_n0040_rep02,""
full_n0040_rep03,full,40,3,1,20-May-2026 22:36:18,20-May-2026 22:49:45,12,10,0.05,0.005,2000,2000,5,1,0.05,0.184282,0.08822,43506,43494,48,24,-O1,0.564394806949419,14.522329,391.480192,382.900348,774.380692,806.91381,114486456,0.0301191786658315,2000,0,0,0,0,1,1,7.35292,7.3,7.5721,13.82,7.3755785,7.32,7.60025,13.893,1.0638855,9.146,0.000428611604912186,9.7241659555662e-14,0.0244774419214135,0.11450415621104,0.000142652708087869,0.00236739064785851,0.700665266907109,0.0153148599751763,0.999999999999985,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/full_n0040_rep03,""
reduced_n0040_rep01,reduced,40,1,1,20-May-2026 22:49:45,20-May-2026 23:00:47,10,10,0.05,0.005,2000,2000,5,1,0.05,0.196155,0.10161,43028,43018,30,20,-O1,0.564394806949419,14.535079,315.555837,315.760376,631.316352,661.591277,99311812,0.0301191786658315,2000,0,0,0,0,1,1,6.364502,6.309,6.62165,10.214,6.3855165,6.327,6.66535,10.262,0.8977705,8.891,3.95240564725887e-12,3.94892452292447e-12,1.43776715092301e-13,0.114467833060352,0.000142715975660607,0.00236739508342832,0.699020556358806,0.0153293203759286,0.999999999999999,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/reduced_n0040_rep01,""
reduced_n0040_rep02,reduced,40,2,1,20-May-2026 23:00:47,20-May-2026 23:11:50,10,10,0.05,0.005,2000,2000,5,1,0.05,0.199266,0.089458,43028,43018,30,20,-O1,0.564394806949419,14.41745,312.989942,319.585636,632.575729,662.766418,99311812,0.0301191786658315,2000,0,0,0,0,1,1,6.3874555,6.343,6.63055,8.488,6.40877,6.362,6.6528,9.208,0.928716499999999,8.977,3.95240564725887e-12,3.94892452292447e-12,1.43776715092301e-13,0.114467833060352,0.000142715975660607,0.00236739508342832,0.699020556358806,0.0153293203759286,0.999999999999999,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/reduced_n0040_rep02,""
reduced_n0040_rep03,reduced,40,3,1,20-May-2026 23:11:50,20-May-2026 23:22:58,10,10,0.05,0.005,2000,2000,5,1,0.05,0.195404,0.093278,43028,43018,30,20,-O1,0.564394806949419,14.624301,320.44443,317.014447,637.459008,667.725549,99311812,0.0301191786658315,2000,0,0,0,0,1,1,6.374337,6.329,6.62705,8.782,6.3945485,6.347,6.65125,9.284,0.884367,8.979,3.95240564725887e-12,3.94892452292447e-12,1.43776715092301e-13,0.114467833060352,0.000142715975660607,0.00236739508342832,0.699020556358806,0.0153293203759286,0.999999999999999,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/reduced_n0040_rep03,""
full_n0060_rep01,full,60,1,0,NaT,20-May-2026 23:30:37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,"Error using AcadosOcpSolver/compile_ocp_shared_lib (line 839)
Building templated code as shared library failed.
Got status 2, result: cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep01_cost/maglev_nmpc_full_n0060_rep01_cost_y_0_fun.o
maglev_nmpc_full_n0060_rep01_cost/maglev_nmpc_full_n0060_rep01_cost_y_0_fun.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep01_cost/maglev_nmpc_full_n0060_rep01_cost_y_0_fun_jac_ut_xt.o
maglev_nmpc_full_n0060_rep01_cost/maglev_nmpc_full_n0060_rep01_cost_y_0_fun_jac_ut_xt.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep01_cost/maglev_nmpc_full_n0060_rep01_cost_y_fun.o
maglev_nmpc_full_n0060_rep01_cost/maglev_nmpc_full_n0060_rep01_cost_y_fun.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep01_cost/maglev_nmpc_full_n0060_rep01_cost_y_fun_jac_ut_xt.o
maglev_nmpc_full_n0060_rep01_cost/maglev_nmpc_full_n0060_rep01_cost_y_fun_jac_ut_xt.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep01_cost/maglev_nmpc_full_n0060_rep01_cost_y_e_fun.o
maglev_nmpc_full_n0060_rep01_cost/maglev_nmpc_full_n0060_rep01_cost_y_e_fun.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep01_cost/maglev_nmpc_full_n0060_rep01_cost_y_e_fun_jac_ut_xt.o
maglev_nmpc_full_n0060_rep01_cost/maglev_nmpc_full_n0060_rep01_cost_y_e_fun_jac_ut_xt.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
acados_solver_maglev_nmpc_full_n0060_rep01.o
acados_solver_maglev_nmpc_full_n0060_rep01.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep01_model/maglev_nmpc_full_n0060_rep01_impl_dae_fun.o
maglev_nmpc_full_n0060_rep01_model/maglev_nmpc_full_n0060_rep01_impl_dae_fun.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep01_model/maglev_nmpc_full_n0060_rep01_impl_dae_fun_jac_x_xdot_z.o
maglev_nmpc_full_n0060_rep01_model/maglev_nmpc_full_n0060_rep01_impl_dae_fun_jac_x_xdot_z.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep01_model/maglev_nmpc_full_n0060_rep01_impl_dae_jac_x_xdot_u_z.o
maglev_nmpc_full_n0060_rep01_model/maglev_nmpc_full_n0060_rep01_impl_dae_jac_x_xdot_u_z.c
[01m[Kcc:[m[K [01;31m[Kfatal error: [m[KKilled signal terminated program cc1
compilation terminated.
make: *** [<builtin>:
maglev_nmpc_full_n0060_rep01_model/maglev_nmpc_full_n0060_rep01_impl_dae_jac_x_xdot_u_z.o]
Error 1


Error in AcadosOcpSolver (line 162)
                obj.compile_ocp_shared_lib(code_export_directory);
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
Error in run_magnet_n_sweep>runSingleCase (line 244)
    ocp_solver = AcadosOcpSolver(setup.ocp);
                 ^^^^^^^^^^^^^^^^^^^^^^^^^^
Error in run_magnet_n_sweep (line 91)
                result = runSingleCase(cfg, variant, magnet_n, rep, run_id);
                         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^"
full_n0060_rep02,full,60,2,0,NaT,20-May-2026 23:38:13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,"Error using AcadosOcpSolver/compile_ocp_shared_lib (line 839)
Building templated code as shared library failed.
Got status 2, result: cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep02_cost/maglev_nmpc_full_n0060_rep02_cost_y_0_fun.o
maglev_nmpc_full_n0060_rep02_cost/maglev_nmpc_full_n0060_rep02_cost_y_0_fun.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep02_cost/maglev_nmpc_full_n0060_rep02_cost_y_0_fun_jac_ut_xt.o
maglev_nmpc_full_n0060_rep02_cost/maglev_nmpc_full_n0060_rep02_cost_y_0_fun_jac_ut_xt.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep02_cost/maglev_nmpc_full_n0060_rep02_cost_y_fun.o
maglev_nmpc_full_n0060_rep02_cost/maglev_nmpc_full_n0060_rep02_cost_y_fun.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep02_cost/maglev_nmpc_full_n0060_rep02_cost_y_fun_jac_ut_xt.o
maglev_nmpc_full_n0060_rep02_cost/maglev_nmpc_full_n0060_rep02_cost_y_fun_jac_ut_xt.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep02_cost/maglev_nmpc_full_n0060_rep02_cost_y_e_fun.o
maglev_nmpc_full_n0060_rep02_cost/maglev_nmpc_full_n0060_rep02_cost_y_e_fun.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep02_cost/maglev_nmpc_full_n0060_rep02_cost_y_e_fun_jac_ut_xt.o
maglev_nmpc_full_n0060_rep02_cost/maglev_nmpc_full_n0060_rep02_cost_y_e_fun_jac_ut_xt.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
acados_solver_maglev_nmpc_full_n0060_rep02.o
acados_solver_maglev_nmpc_full_n0060_rep02.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep02_model/maglev_nmpc_full_n0060_rep02_impl_dae_fun.o
maglev_nmpc_full_n0060_rep02_model/maglev_nmpc_full_n0060_rep02_impl_dae_fun.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep02_model/maglev_nmpc_full_n0060_rep02_impl_dae_fun_jac_x_xdot_z.o
maglev_nmpc_full_n0060_rep02_model/maglev_nmpc_full_n0060_rep02_impl_dae_fun_jac_x_xdot_z.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep02_model/maglev_nmpc_full_n0060_rep02_impl_dae_jac_x_xdot_u_z.o
maglev_nmpc_full_n0060_rep02_model/maglev_nmpc_full_n0060_rep02_impl_dae_jac_x_xdot_u_z.c
[01m[Kcc:[m[K [01;31m[Kfatal error: [m[KKilled signal terminated program cc1
compilation terminated.
make: *** [<builtin>:
maglev_nmpc_full_n0060_rep02_model/maglev_nmpc_full_n0060_rep02_impl_dae_jac_x_xdot_u_z.o]
Error 1


Error in AcadosOcpSolver (line 162)
                obj.compile_ocp_shared_lib(code_export_directory);
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
Error in run_magnet_n_sweep>runSingleCase (line 244)
    ocp_solver = AcadosOcpSolver(setup.ocp);
                 ^^^^^^^^^^^^^^^^^^^^^^^^^^
Error in run_magnet_n_sweep (line 91)
                result = runSingleCase(cfg, variant, magnet_n, rep, run_id);
                         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^"
full_n0060_rep03,full,60,3,0,NaT,20-May-2026 23:45:53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,"Error using AcadosOcpSolver/compile_ocp_shared_lib (line 839)
Building templated code as shared library failed.
Got status 2, result: cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep03_cost/maglev_nmpc_full_n0060_rep03_cost_y_0_fun.o
maglev_nmpc_full_n0060_rep03_cost/maglev_nmpc_full_n0060_rep03_cost_y_0_fun.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep03_cost/maglev_nmpc_full_n0060_rep03_cost_y_0_fun_jac_ut_xt.o
maglev_nmpc_full_n0060_rep03_cost/maglev_nmpc_full_n0060_rep03_cost_y_0_fun_jac_ut_xt.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep03_cost/maglev_nmpc_full_n0060_rep03_cost_y_fun.o
maglev_nmpc_full_n0060_rep03_cost/maglev_nmpc_full_n0060_rep03_cost_y_fun.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep03_cost/maglev_nmpc_full_n0060_rep03_cost_y_fun_jac_ut_xt.o
maglev_nmpc_full_n0060_rep03_cost/maglev_nmpc_full_n0060_rep03_cost_y_fun_jac_ut_xt.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep03_cost/maglev_nmpc_full_n0060_rep03_cost_y_e_fun.o
maglev_nmpc_full_n0060_rep03_cost/maglev_nmpc_full_n0060_rep03_cost_y_e_fun.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep03_cost/maglev_nmpc_full_n0060_rep03_cost_y_e_fun_jac_ut_xt.o
maglev_nmpc_full_n0060_rep03_cost/maglev_nmpc_full_n0060_rep03_cost_y_e_fun_jac_ut_xt.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
acados_solver_maglev_nmpc_full_n0060_rep03.o
acados_solver_maglev_nmpc_full_n0060_rep03.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep03_model/maglev_nmpc_full_n0060_rep03_impl_dae_fun.o
maglev_nmpc_full_n0060_rep03_model/maglev_nmpc_full_n0060_rep03_impl_dae_fun.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep03_model/maglev_nmpc_full_n0060_rep03_impl_dae_fun_jac_x_xdot_z.o
maglev_nmpc_full_n0060_rep03_model/maglev_nmpc_full_n0060_rep03_impl_dae_fun_jac_x_xdot_z.c
cc -fPIC -std=c99   -O1 -I/home/mariujf/acados/include
-I/home/mariujf/acados/include/acados
-I/home/mariujf/acados/include/blasfeo/include
-I/home/mariujf/acados/include/hpipm/include  -c -o
maglev_nmpc_full_n0060_rep03_model/maglev_nmpc_full_n0060_rep03_impl_dae_jac_x_xdot_u_z.o
maglev_nmpc_full_n0060_rep03_model/maglev_nmpc_full_n0060_rep03_impl_dae_jac_x_xdot_u_z.c
[01m[Kcc:[m[K [01;31m[Kfatal error: [m[KKilled signal terminated program cc1
compilation terminated.
make: *** [<builtin>:
maglev_nmpc_full_n0060_rep03_model/maglev_nmpc_full_n0060_rep03_impl_dae_jac_x_xdot_u_z.o]
Error 1


Error in AcadosOcpSolver (line 162)
                obj.compile_ocp_shared_lib(code_export_directory);
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
Error in run_magnet_n_sweep>runSingleCase (line 244)
    ocp_solver = AcadosOcpSolver(setup.ocp);
                 ^^^^^^^^^^^^^^^^^^^^^^^^^^
Error in run_magnet_n_sweep (line 91)
                result = runSingleCase(cfg, variant, magnet_n, rep, run_id);
                         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^"
