Time,x,y,z,alpha,beta,gamma,xdot,ydot,zdot,alphadot,betadot,gammadot,u1,u2,u3,u4
8.02802802802803,1.4663290810283e-09,-1.34704583714313e-09,0.0365018942972279,2.32695397968729e-08,2.48607693947395e-08,0.567933047378424,1.57421586251139e-09,-2.06484006190382e-09,-1.04432412803283e-10,3.55951679704462e-08,2.64145754285749e-08,0.0699451720569509,-2.0506013613791e-06,1.80514157515107e-06,2.04955565408092e-06,-1.80618728244925e-06
8.03803803803804,1.4801281243715e-09,-1.36444246339098e-09,0.0365018942963518,2.35694852899421e-08,2.50926279123053e-08,0.568633199253519,1.58793288994624e-09,-2.08904190001083e-09,-1.05703945135707e-10,3.60119287732755e-08,2.66419196945281e-08,0.0699451720352725,-2.0705867288776e-06,1.82828350264582e-06,2.06952828969447e-06,-1.82934194182895e-06
8.04804804804805,1.47710321565014e-09,-1.38078398702051e-09,0.0365018942961614,2.38496442524996e-08,2.49649494833882e-08,0.569333351128233,1.3750051713134e-09,-2.09057464510238e-09,-9.74889537058402e-11,3.60170113431223e-08,2.20502200070777e-08,0.0699451720160203,-2.06923193881051e-06,1.84736444162845e-06,2.06825566292543e-06,-1.84834071751352e-06
8.05805805805806,1.3651848607781e-09,-1.39029633283795e-09,0.0365018943004097,2.40017344065805e-08,2.25101592693939e-08,0.570033503000478,-3.04886275969388e-10,-1.9453811245644e-09,-2.78722024218141e-11,3.33574963604653e-08,-1.3732860945842e-08,0.0699451720124711,-1.92975245070528e-06,1.84016053195266e-06,1.92947254954017e-06,-1.84044043311778e-06
8.06806806806807,1.25326650590607e-09,-1.39980867865539e-09,0.0365018943046581,2.41538245606614e-08,2.00553690553995e-08,0.570733654872723,-1.98477772325217e-09,-1.80018760402643e-09,4.1744548862212e-11,3.06979813778083e-08,-4.95159418987617e-08,0.0699451720089219,-1.79027296260004e-06,1.83295662227689e-06,1.7906894361549e-06,-1.83254014872203e-06
8.07807807807808,1.14134815103403e-09,-1.40932102447283e-09,0.0365018943089064,2.43059147147423e-08,1.76005788414052e-08,0.571433806744968,-3.66466917053496e-09,-1.65499408348846e-09,1.11361300146238e-10,2.80384663951513e-08,-8.52990228516814e-08,0.0699451720053726,-1.65079347449481e-06,1.82575271260111e-06,1.65190632276964e-06,-1.82463986432628e-06
8.08808808808809,1.02942979616199e-09,-1.41883337029027e-09,0.0365018943131548,2.44580048688232e-08,1.51457886274109e-08,0.572133958617213,-5.34456061781774e-09,-1.50980056295049e-09,1.80978051430264e-10,2.53789514124944e-08,-1.21082103804601e-07,0.0699451720018234,-1.51131398638958e-06,1.81854880292533e-06,1.51312320938438e-06,-1.81673957993053e-06
8.0980980980981,9.17511441289957e-10,-1.42834571610771e-09,0.0365018943174032,2.46100950229041e-08,1.26909984134166e-08,0.572834110489458,-7.02445206510053e-09,-1.36460704241252e-09,2.5059480271429e-10,2.27194364298374e-08,-1.56865184757521e-07,0.0699451719982742,-1.37183449828435e-06,1.81134489324955e-06,1.37434009599912e-06,-1.80883929553479e-06
8.10810810810811,8.05593086417921e-10,-1.43785806192515e-09,0.0365018943216515,2.4762185176985e-08,1.02362081994223e-08,0.573534262361702,-8.70434351238332e-09,-1.21941352187455e-09,3.20211553998317e-10,2.00599214471804e-08,-1.92648265710441e-07,0.069945171994725,-1.23235501017917e-06,1.80414098357372e-06,1.2355569826138e-06,-1.8009390111391e-06
8.11811811811812,6.93674731545885e-10,-1.44737040774259e-09,0.0365018943258998,2.49142753310659e-08,7.78141798542795e-09,0.574234414233947,-1.03842349596661e-08,-1.07422000133658e-09,3.89828305282343e-10,1.74004064645234e-08,-2.2843134666336e-07,0.0699451719911758,-1.09287552207394e-06,1.79693707389794e-06,1.09677386922854e-06,-1.79303872674335e-06
