,a0,a1,a2,a3,a4,a5,b0,b1,b2,b3,b4,b5,c0,c1,c2,c3,c4,c5,d0,d1,d2,d3,d4,d5
0,137.08357777905766,-2.610929348999626,0.08208438525499562,-35.51913070752042,7.454095489222415,-1.506077222518985,193.71990194562633,-8.599063612432754,2.0749853948509047,36.43513241448835,0.33529225424356,3.608278835579471,-137.04132837328933,2.610652379970118,-0.0825566054254363,35.55512987640478,2.545930628295877,1.5032118762806754,-193.69637801855467,8.596728260852641,-2.074157677173369,-36.44389545707406,9.667108776424783,-3.6085678804712193
