Timestamp,MagX,MagY,MagZ,dMagX,dMagY,PWM_X,PWM_Y,CurrXPos,CurrXNeg,CurrYPos,CurrYNeg
92701187,-0.1160,-0.3941,-19.1267,-23.0359,-7.4225,39.27,62.59,-0.0398,0.0677,-0.2484,0.3387
92720358,0.0459,-0.2741,-18.4252,60.4589,27.2322,-66.89,11.15,0.2183,-0.2032,-0.2570,0.2570
92739527,0.0377,-0.1927,-18.4359,27.2449,1.8298,-32.52,25.14,0.2312,-0.2204,-0.1344,0.0978
92758697,-0.0526,-0.3844,-19.1169,-3.8065,-17.1089,11.17,70.92,0.0204,-0.0032,-0.6290,0.7323
92777867,-0.0174,-0.3665,-19.1178,-1.0662,-2.6007,3.50,53.91,0.0290,-0.0161,-0.3022,0.3882
92797037,-0.0342,-0.3564,-19.0514,19.5065,8.4840,-14.72,41.41,0.0247,0.0161,-0.3774,0.4763
92816207,0.0005,-0.3739,-18.3576,8.4639,10.8595,-8.54,41.48,0.2462,-0.2290,-0.4849,0.5495
92835376,0.0905,-0.2969,-18.2570,7.7611,-20.0572,-20.44,61.62,0.2269,-0.2161,-0.2355,0.3387
92854546,-0.0443,-0.3907,-18.7343,-49.4103,-13.3212,55.62,68.03,0.1645,-0.1430,-0.4011,0.3581
92873716,-0.1076,-0.2980,-20.5643,20.9235,23.6577,-5.85,18.06,-0.4914,0.4849,-0.3839,0.4333
92892887,-0.0926,-0.3286,-19.1025,-1.7359,-3.1547,14.70,49.15,0.0742,-0.0527,-0.3731,0.4591
92912057,-0.0892,-0.3209,-19.7039,12.8296,16.7122,-0.34,28.21,-0.1989,0.2398,-0.4183,0.4871
92931226,-0.0637,-0.3668,-19.2931,-1.4629,-8.5765,10.38,59.92,-0.0806,0.1258,-0.4398,0.5043
92950396,-0.0658,-0.3448,-20.2815,-3.3338,-9.1577,12.55,57.43,-0.3989,0.3946,-0.3559,0.2118
92969566,-0.0090,-0.3568,-19.3849,-7.9571,-13.3893,9.21,63.34,-0.1151,0.1710,-0.4419,0.5194
92988736,-0.1085,-0.2209,-19.3982,-29.4027,14.6956,44.60,16.24,0.0011,0.0570,-0.3258,0.3796
93007906,-0.1394,-0.3343,-19.4153,-46.0931,-7.1754,65.60,53.98,0.0075,0.0441,-0.4183,0.5108
93027075,0.0806,-0.3654,-18.8015,14.0158,28.2544,-25.29,22.90,0.1172,-0.1000,-0.4376,0.5086
93046245,-0.0027,-0.2435,-18.8213,11.9429,16.3434,-11.57,17.75,0.0376,-0.0183,-0.1473,0.2269
93065416,-0.0183,-0.3584,-18.3906,17.2706,10.8243,-14.70,39.35,0.1860,-0.1731,-0.4419,0.5280
93084586,-0.0473,-0.3281,-19.0895,-1.7907,2.2944,8.41,43.65,0.0075,0.0247,-0.2441,0.3430
93103756,-0.0077,-0.2929,-19.4902,39.6728,26.2767,-38.59,14.73,-0.0677,0.0763,-0.4011,0.4742
93122925,-0.0860,-0.2940,-19.3071,11.9795,4.2681,0.06,36.89,-0.0441,0.0419,-0.3796,0.4570
93142095,-0.0944,-0.3063,-19.2839,12.7176,5.8950,0.50,36.99,-0.0505,0.0677,-0.3258,0.3817
93161265,-0.0736,-0.2899,-19.2128,-44.9225,14.7237,55.23,25.86,-0.0075,0.1022,-0.2204,0.2505
93180435,-0.1417,-0.4042,-19.4413,4.2920,-16.0531,15.55,72.64,-0.2290,0.2398,-0.5710,0.6441
93199604,-0.1061,-0.2782,-19.5193,-4.2365,-40.1999,19.09,79.15,-0.1667,0.2075,-0.3366,0.4054
93218774,-0.0408,-0.3349,-19.1067,9.7317,-11.0579,-4.01,57.94,0.0763,-0.0570,-0.4355,0.5108
93237944,0.0865,-0.3547,-19.1483,21.8837,-12.6141,-34.00,62.28,0.1000,-0.0828,-0.3129,0.3817
93257113,-0.1360,-0.3078,-19.9032,-21.1643,4.6668,40.20,38.42,-0.3108,0.3473,-0.4269,0.4978
93276284,-0.0829,-0.2890,-19.4625,42.0663,24.5889,-30.46,15.87,-0.2376,0.2312,-0.2527,0.3151
93295454,-0.1131,-0.3349,-19.7053,-12.8604,-20.6134,28.70,67.50,-0.2290,0.2742,-0.2097,0.2011
93314624,0.0432,-0.3074,-19.0637,6.2567,-2.5865,-12.30,45.62,0.0247,0.0161,-0.2161,0.3086
93333794,-0.0961,-0.2911,-20.1869,-11.5621,-8.2679,25.02,49.03,-0.3129,0.3473,-0.3667,0.4484
93352963,-0.0223,-0.3147,-19.3860,24.9091,7.0087,-21.79,37.05,0.0161,-0.0097,-0.4613,0.5108
93372132,-0.0676,-0.4672,-19.0236,-6.3823,-26.4202,15.85,91.83,-0.0097,0.0591,-0.6978,0.8183
93391302,-0.1054,-0.4356,-18.7918,-14.9793,-11.2011,29.73,72.19,-0.0054,0.0097,-0.3860,0.4828
93410473,-0.0284,-0.1618,-18.7660,-0.4052,36.0100,4.38,-13.36,0.0441,-0.0183,-0.0269,0.1430
93429643,-0.0859,-0.2980,-19.2514,-29.3659,-16.9902,41.40,58.71,-0.0054,0.0247,-0.3710,0.4333
93448813,-0.0628,-0.2460,-19.7034,21.8636,15.6645,-13.08,18.78,-0.1000,0.1108,-0.2677,0.2527
93467982,0.0994,-0.3760,-18.4484,37.2016,-7.4076,-51.12,60.05,0.3624,-0.3473,-0.2634,0.2441
93487153,-0.0509,-0.3840,-18.8694,11.2146,8.4174,-4.09,45.34,0.0226,0.0097,-0.5215,0.6032
93506323,-0.1495,-0.3743,-18.7611,-43.2401,3.0625,64.17,49.34,0.0247,-0.0075,-0.4269,0.4978
93525492,-0.0630,-0.3822,-19.2214,16.3285,3.2298,-7.50,50.28,-0.1473,0.1882,-0.3172,0.4226
93544662,-0.0451,-0.2875,-19.5968,32.9430,12.1529,-26.63,28.10,-0.0935,0.1237,-0.2591,0.3301
93563831,-0.0253,-0.1881,-20.2302,16.3275,32.0827,-12.78,-5.75,-0.2441,0.2720,-0.3086,0.3581
93583001,-0.1153,-0.3120,-19.8230,9.9697,-0.7495,6.18,44.43,-0.2505,0.2828,-0.3602,0.4376
93602172,-0.2571,-0.4121,-21.0631,-35.7274,0.4036,71.72,57.28,-0.7710,0.8204,-0.5903,0.6742
93621341,0.0094,-0.4001,-18.8955,23.0089,-5.6956,-24.32,61.71,-0.0763,0.1280,-0.3043,0.3731
93640511,0.1251,-0.3696,-18.3854,56.0547,0.2453,-73.57,51.49,0.1731,-0.1645,-0.3280,0.3688
93659680,0.0781,-0.2900,-18.7098,7.2186,-8.4565,-18.15,49.05,0.2269,-0.2075,-0.3882,0.4527
93678850,-0.0515,-0.3148,-19.3864,12.4375,13.5363,-5.23,30.53,0.0140,0.0333,-0.3946,0.4914
93698020,-0.0695,-0.3192,-19.6563,26.6359,-10.1685,-16.90,54.85,-0.1602,0.1774,-0.3258,0.4011
93717189,0.0205,-0.2376,-19.1736,10.4149,10.9861,-13.28,22.28,-0.0720,0.1043,-0.1903,0.2441
93736359,-0.0034,-0.3467,-18.5903,19.8512,-9.9688,-19.38,58.50,0.0462,-0.0290,-0.2656,0.3495
93755528,0.0613,-0.4516,-18.9118,49.0698,-8.0674,-57.65,71.29,0.0290,-0.0075,-0.5086,0.6075
93774698,-0.0431,-0.3438,-19.0594,10.5862,-12.7653,-4.55,60.90,0.1645,-0.1430,-0.2032,0.0677
93793868,-0.0007,-0.3151,-18.7562,0.6875,-13.4414,-0.59,57.55,0.2355,-0.2226,-0.3323,0.4118
93813038,0.0851,-0.2614,-18.1976,11.3263,-25.4271,-23.24,62.02,0.3796,-0.3667,-0.1860,0.2441
93832208,-0.0686,-0.4013,-19.3079,-9.6980,-37.6342,19.30,93.81,-0.1602,0.1581,-0.3882,0.4828
93851378,-0.0703,-0.4339,-18.5281,3.9708,-17.1628,5.87,77.90,0.0806,-0.0677,-0.2527,0.3086
93870547,-0.1361,-0.3960,-19.8137,38.6726,-5.7877,-19.62,61.22,-0.3172,0.3452,-0.4333,0.5022
93889717,-0.1474,-0.2568,-20.0397,-26.6332,-0.3562,47.28,36.31,-0.2333,0.2484,-0.3022,0.2398
93908888,0.1676,-0.2694,-18.4051,17.7308,-30.9881,-41.20,68.70,0.4484,-0.4441,-0.1710,0.0720
93928058,-0.0175,-0.2613,-20.2746,25.8959,14.5721,-23.45,22.00,-0.3430,0.3645,-0.3688,0.4333
93947228,-0.1560,-0.4085,-19.7788,7.7319,12.0097,14.10,45.18,-0.2806,0.3065,-0.3602,0.3796
93966398,-0.0198,-0.3374,-18.7272,-3.1639,14.0163,5.94,33.22,0.0032,0.0140,-0.3237,0.3925
93985568,-0.0850,-0.2984,-18.9373,1.9288,-1.8999,9.97,43.68,0.0075,0.0204,-0.2226,0.2849
94004738,-0.0211,-0.2165,-18.9350,-4.1255,26.3288,7.09,3.98,0.1129,-0.0871,-0.3000,0.3645
94023908,-0.1476,-0.3112,-19.4897,-49.0140,-3.6874,69.68,47.26,-0.0312,0.0505,-0.3452,0.4290
94043079,-0.0525,-0.3266,-19.4788,14.3618,20.7828,-7.01,24.94,-0.1043,0.1086,-0.2161,0.2978
94062248,-0.0924,-0.2833,-18.8262,-13.4314,-3.8235,26.37,43.49,0.0097,0.0226,-0.1645,0.2376
94081418,-0.0808,-0.3399,-18.8939,32.0877,-8.9825,-20.78,56.57,-0.0806,0.0806,-0.2591,0.3581
94100587,-0.0315,-0.3725,-19.3184,6.1215,9.4129,-1.71,42.73,-0.1602,0.1624,-0.4462,0.5366
94119757,0.0077,-0.3125,-18.2404,-7.0895,-10.5264,6.01,54.27,0.3903,-0.3645,-0.1968,0.2871
94138926,-0.2178,-0.3552,-20.0590,-23.7417,-29.9161,54.24,79.65,-0.2570,0.2462,-0.4204,0.5086
94158096,-0.0939,-0.3627,-19.4488,12.7816,-23.2365,0.36,74.02,-0.0462,0.0527,-0.4419,0.3538
94177266,-0.0374,-0.2763,-18.4283,-12.1638,-6.2534,17.41,44.93,0.1559,-0.1323,-0.1516,0.2140
94196435,-0.2107,-0.3332,-19.2414,-66.0727,-7.9275,95.57,54.57,-0.1645,0.1645,-0.2849,0.3688
94215605,-0.0997,-0.3202,-19.7736,-25.7940,-10.5640,39.75,55.40,-0.2011,0.2032,0.0011,-0.1581
94234775,-0.0917,-0.5133,-20.0573,-11.9276,-40.1169,24.76,111.97,-0.2269,0.2570,-0.7559,0.8935
94253945,-0.1750,-0.4506,-19.9892,-25.2886,38.2947,49.80,24.79,-0.2011,0.2462,-0.5624,0.6441
94273115,-0.0824,-0.3076,-19.4436,-1.3739,-31.4524,12.90,74.51,-0.1581,0.1925,-0.0828,0.1151
94292285,-0.0923,-0.2608,-18.6147,-35.0438,-9.3353,47.97,45.84,0.0914,-0.0656,-0.0075,-0.0054
94311454,-0.0517,-0.3477,-19.1280,16.9155,-9.2856,-9.68,57.96,-0.0527,0.0462,-0.2763,0.3559
94330624,0.0030,-0.4101,-19.1471,44.0872,1.8016,-44.50,55.62,-0.0247,0.0269,-0.3989,0.4871
94349794,-0.0343,-0.3938,-19.2089,-4.0854,-32.4003,8.89,87.54,0.1280,-0.1151,-0.1323,0.0978
94368964,-0.1384,-0.3026,-19.2773,-32.1984,-5.6699,51.57,48.04,-0.0312,0.0742,-0.2419,0.2914
94388134,-0.0739,-0.3276,-18.6773,-16.1518,-26.0733,26.49,71.94,0.0806,-0.0634,-0.4075,0.5000
94407303,-0.1039,-0.3504,-18.9322,-27.3781,-8.0953,41.92,57.16,-0.0247,0.0656,-0.4376,0.5065
94426473,0.0012,-0.2767,-18.7180,-4.8980,53.5118,4.73,-14.78,0.1452,-0.0849,-0.1774,0.3022
94445642,-0.0826,-0.4208,-18.3892,-28.6394,2.7542,40.20,56.16,0.2871,-0.2742,-0.4892,0.5882
94464811,-0.1306,-0.3871,-19.5872,1.7912,-22.2283,16.50,76.42,-0.1516,0.1495,-0.5086,0.5946
94483981,-0.0200,-0.3752,-18.5419,23.2519,-17.7405,-20.45,70.27,0.2333,-0.2269,-0.3645,0.4548
94503152,0.0779,-0.0176,-18.8344,31.4904,80.0811,-42.40,-77.62,0.0140,0.0226,0.3925,-0.1753
94522321,-0.1428,-0.3214,-20.1215,13.1164,24.5078,6.87,20.49,-0.4548,0.4462,-0.4806,0.5624
94541492,-0.1335,-0.4410,-19.5170,7.6021,-0.2314,11.09,61.98,-0.1301,0.1602,-0.3237,0.3817
94560663,0.0442,-0.4062,-18.9816,12.7017,-17.6184,-18.89,74.49,0.0763,-0.0634,-0.3366,0.4269
94579832,0.0482,-0.2010,-18.7149,-7.3483,7.1435,0.60,20.99,0.1968,-0.1667,0.0011,0.0656
94599001,-0.1382,-0.2403,-19.7865,-26.0545,39.2777,45.40,-5.64,-0.2484,0.2763,-0.4269,0.5215
94618172,-0.1228,-0.2415,-19.1797,0.3852,31.6201,16.81,2.20,-0.0978,0.1151,-0.3280,0.4118
94637341,0.1014,-0.3575,-18.9361,26.4063,0.7309,-40.60,49.32,0.0742,-0.0441,-0.3624,0.4355
94656511,0.0839,-0.3433,-18.8723,28.8655,-10.2564,-40.62,58.32,0.0892,-0.0591,-0.3301,0.4204
94675681,-0.0218,-0.2965,-19.3959,15.2318,25.1118,-12.18,16.39,-0.0591,0.0548,-0.4548,0.4935
94694851,-0.0449,-0.3118,-19.3331,22.0124,-30.2573,-15.73,73.91,-0.0183,0.0118,-0.2204,0.1516
94714021,-0.1178,-0.2604,-19.3409,-2.4558,0.0136,18.95,36.45,-0.0978,0.1194,0.0290,0.0183
94733190,0.0572,-0.4109,-18.7792,18.1832,-26.6979,-26.19,84.22,0.0785,-0.0591,-0.5022,0.5968
94752361,-0.0201,-0.2751,-18.4080,21.6093,30.7246,-18.79,7.80,0.2290,-0.2183,-0.3280,0.3860
94771531,-0.0703,-0.3567,-20.5056,-8.7146,-6.8347,18.56,56.77,-0.5086,0.5065,-0.2183,0.2806
94790700,-0.0477,-0.3149,-19.4071,-6.2314,22.1426,12.90,21.95,-0.1301,0.1194,-0.4935,0.5882
94809870,-0.0603,-0.4521,-19.5356,25.3024,-20.7964,-16.86,84.09,-0.1731,0.1796,-0.4376,0.5430
94829040,-0.0516,-0.2658,-19.1820,14.7631,36.7846,-7.53,0.43,-0.0161,0.0161,-0.2441,0.2892
94848210,-0.1018,-0.2342,-18.8049,-17.9249,3.7635,32.17,29.03,0.0376,-0.0269,-0.2183,0.3000
94867381,-0.0532,-0.3250,-19.7910,-2.4718,6.9849,9.91,38.51,-0.2398,0.2634,-0.4591,0.5280
94886551,-0.0177,-0.3592,-19.4271,13.1654,-4.4543,-10.69,54.74,-0.1108,0.1344,-0.2699,0.3495
94905720,0.0713,-0.3137,-18.7123,32.1029,15.4292,-42.09,28.49,0.1774,-0.1710,-0.3731,0.4505
94924890,-0.0445,-0.3028,-19.2932,44.6573,4.2367,-38.42,38.15,-0.0656,0.0699,-0.3000,0.3667
94944059,0.0173,-0.3275,-19.4592,10.7823,-20.6182,-13.21,66.47,-0.0226,0.0806,-0.2871,0.1989
94963229,-0.1313,-0.2824,-19.9105,-1.7914,26.1438,20.17,13.39,-0.3452,0.3839,-0.3258,0.3925
94982398,-0.0337,-0.3632,-19.3969,10.9905,-17.8310,-6.27,68.68,-0.1258,0.1581,-0.2699,0.3387
95001569,0.0108,-0.3211,-18.7947,-0.0040,19.5703,-1.50,25.38,0.1280,-0.1022,-0.4763,0.5387
95020739,-0.0150,-0.3257,-20.1074,38.4793,0.5474,-36.38,45.05,-0.3688,0.3839,-0.2871,0.3774
95039908,-0.0150,-0.2765,-19.0404,-21.8146,-34.4040,23.91,73.11,0.0505,-0.0011,-0.0548,0.1237
95059078,-0.1078,-0.3784,-19.4769,19.8622,-6.5474,-4.77,59.52,-0.1495,0.1645,-0.4419,0.5516
95078249,-0.0853,-0.4522,-18.8841,-18.6496,-7.7892,30.59,71.09,0.0914,0.0785,-0.5108,0.5839
95097419,0.0465,-0.2738,-18.4748,33.8958,9.0830,-40.41,29.24,0.2204,-0.2118,-0.0978,0.0527
95116589,0.0014,-0.3311,-18.8993,8.6491,1.0700,-8.85,45.29,0.0720,-0.0505,-0.3065,0.4032
95135759,-0.0710,-0.2922,-19.2357,-22.9126,22.1668,32.85,18.74,-0.0075,0.0140,-0.2742,0.3409
95154929,-0.1038,-0.4240,-19.2031,4.2206,-26.6967,10.32,86.05,0.0054,0.0183,-0.3129,0.3946
95174099,-0.0225,-0.3765,-18.9227,18.7266,1.8370,-15.58,50.88,0.0333,-0.0075,-0.2785,0.3688
95193268,0.0380,-0.2934,-19.0179,15.0507,11.4429,-20.37,29.63,0.0075,0.0011,-0.3151,0.3688
95212438,-0.1671,-0.3514,-20.0127,-4.9359,-7.5540,28.33,56.74,-0.3581,0.3753,-0.3839,0.4505
95231608,-0.0711,-0.4317,-18.9942,-15.7192,-19.8481,25.68,80.29,0.0484,-0.0032,-0.3022,0.4011
95250778,-0.1545,-0.3351,-19.8638,-31.6483,-2.3051,53.28,49.22,-0.2548,0.2806,-0.2140,0.2656
95269948,0.0145,-0.3179,-18.7035,-14.5586,50.5056,12.52,-6.00,0.1860,-0.1452,-0.4247,0.5258
95289117,-0.0704,-0.2084,-18.7802,-43.8834,15.5820,53.73,13.59,0.1602,-0.1172,-0.1839,0.2140
95308287,-0.0247,-0.3095,-19.0417,32.1181,2.3850,-28.66,40.95,-0.0376,0.0613,-0.3000,0.3710
95327456,-0.1308,-0.3915,-19.9134,-24.5438,-26.5940,42.85,81.41,-0.2892,0.3323,-0.3043,0.4054
95346627,-0.1301,-0.2492,-19.2370,-26.1907,30.8035,44.41,4.08,-0.0269,0.0720,-0.3559,0.4269
95365796,0.0325,-0.4053,-18.6593,28.5471,-11.1910,-33.10,67.94,0.1989,-0.1839,-0.3860,0.4677
95384965,-0.0239,-0.3239,-19.3430,-30.7316,-6.7952,34.07,52.15,-0.0441,0.0699,-0.3817,0.4613
95404135,-0.1909,-0.2697,-19.3961,-25.8295,14.9050,52.56,22.85,-0.1065,0.1065,-0.3086,0.3774
95423305,0.0006,-0.3647,-19.1234,44.3300,-1.3285,-44.41,52.38,-0.0441,0.0419,-0.4763,0.5430
95442474,-0.1324,-0.3746,-19.1542,-39.4934,-18.7621,58.03,71.20,-0.0032,0.0441,-0.2419,0.3237
95461643,-0.0090,-0.3150,-19.0302,38.1877,20.4770,-36.93,23.63,0.0484,-0.0376,-0.5495,0.6548
95480813,0.0155,-0.3200,-19.2229,-0.8452,3.1491,-1.33,41.65,0.0097,0.0333,-0.3645,0.4419
95499982,-0.0049,-0.3592,-19.1061,41.5924,-7.3409,-40.90,57.62,-0.0011,0.0140,-0.3925,0.4742
95519152,-0.0602,-0.3343,-19.4171,32.7627,11.2718,-24.34,35.52,-0.1559,0.1538,-0.3946,0.4720
95538321,-0.0526,-0.2457,-19.7603,5.4292,44.9054,1.94,-10.51,-0.2742,0.2613,-0.2978,0.3516
95557492,-0.0709,-0.3145,-18.7482,8.4756,-1.0735,1.45,45.10,0.1387,-0.1280,-0.4355,0.4957
95576662,-0.0872,-0.3744,-19.3351,-35.9293,-13.7013,48.13,66.12,-0.0376,0.0849,-0.2441,0.3409
95595833,-0.1523,-0.1615,-20.0966,-19.4745,0.0190,40.80,22.59,-0.3473,0.3903,0.0011,0.0871
95615003,-0.0087,-0.3106,-19.1809,2.4036,11.1666,-1.19,32.31,0.0075,0.0613,-0.3774,0.4441
95634173,-0.0084,-0.3264,-18.9220,1.2013,1.4444,-0.03,44.25,0.0376,-0.0032,-0.1882,0.2806
95653343,-0.1093,-0.4108,-19.2467,-30.9419,-13.2145,46.24,70.73,-0.0462,0.0871,-0.3645,0.3903
95672514,-0.1405,-0.3028,-19.2911,-27.7662,0.4660,47.44,41.92,-0.1301,0.1688,-0.2484,0.3387
95691684,-0.1413,-0.2004,-19.7483,13.7419,27.0553,6.05,1.01,-0.2097,0.2247,-0.2161,0.2505
95710853,-0.0401,-0.2050,-19.1791,2.7508,14.2969,2.87,14.41,0.0462,-0.0312,0.0075,0.0054
95730022,-0.0199,-0.3567,-19.3875,1.8353,3.4312,0.95,46.51,-0.1043,0.1237,-0.4699,0.5581
95749191,-0.2333,-0.4683,-20.1513,-28.7062,-2.7440,61.36,68.30,-0.4032,0.3925,-0.5495,0.6462
95768362,-0.0741,-0.3496,-19.7077,6.0223,19.9870,4.36,28.95,-0.3065,0.3000,-0.4183,0.5086
95787531,-0.0662,-0.2237,-19.6648,-7.6751,16.4798,16.94,14.84,-0.2376,0.2376,-0.0075,0.0032
95806701,-0.0434,-0.2804,-19.9431,-17.0492,-37.9165,23.12,77.17,-0.2828,0.2677,-0.2505,0.3301
95825870,-0.0509,-0.4020,-19.1427,3.2698,14.1848,3.85,42.09,0.0699,-0.0570,-0.3796,0.4355
95845040,-0.0766,-0.4354,-18.9147,27.4243,7.9119,-16.70,53.04,0.0914,-0.0806,-0.3151,0.4226
95864209,0.0209,-0.3178,-17.9975,-9.6155,4.5345,6.68,39.96,0.3495,-0.3387,-0.3237,0.3688
95883379,0.0168,-0.1914,-19.0930,36.9580,4.6682,-39.31,22.13,0.0140,0.1817,-0.2054,0.2398
95902549,-0.1899,-0.3476,-19.8619,-23.0386,-70.6675,49.62,119.33,-0.1753,0.2118,-0.3258,0.1538
95921719,-0.0271,-0.4606,-18.4978,-15.2387,-26.3448,19.04,90.83,0.2484,-0.2355,-0.5065,0.6032
95940889,-0.0414,-0.4139,-19.7285,8.7285,4.2076,-2.94,53.74,-0.1882,0.2140,-0.2785,0.3667
95960059,-0.1017,-0.4433,-19.5417,-11.7041,-0.5042,25.94,62.56,-0.1925,0.2333,-0.6849,0.7839
95979229,-0.1001,-0.2511,-20.0928,18.5504,2.3587,-4.54,32.79,-0.4312,0.4548,-0.2720,0.2183
95998398,-0.1769,-0.2357,-19.8757,-11.4952,15.4288,36.27,17.57,-0.3323,0.3688,-0.1667,0.2333
96017568,-0.0917,-0.3822,-19.4375,-43.9247,1.7596,56.76,51.74,-0.0398,0.0935,-0.4570,0.5581
96036738,-0.1076,-0.3707,-19.5833,-0.6318,34.0647,15.70,17.83,-0.0849,0.1108,-0.6914,0.8161
96055908,0.0688,-0.3117,-18.2362,-7.9000,1.1792,-1.73,42.46,0.3559,-0.3473,-0.3151,0.3860
96075078,0.0025,-0.2640,-19.3602,80.2068,27.6066,-80.56,9.36,-0.2032,0.1882,-0.2032,0.2634
96094248,0.0205,-0.2361,-18.7862,-2.8174,13.9513,-0.05,19.11,0.0290,0.0097,-0.2441,0.3129
96113418,0.0376,-0.4563,-19.2254,30.2416,-19.2304,-35.51,83.11,-0.0032,0.0419,-0.4011,0.4978
96132588,-0.1273,-0.3281,-19.7561,-30.1640,33.6479,47.99,12.29,-0.1710,0.1817,-0.2505,0.3409
96151757,-0.0429,-0.3052,-18.7184,18.8800,18.0876,-12.88,24.64,0.2183,-0.2011,-0.2720,0.3473
96170927,-0.1610,-0.2187,-18.9441,-110.4651,13.1861,133.01,17.43,0.4720,0.2720,-0.3043,0.3731
96190097,0.1569,-0.3204,-18.5538,48.2239,-8.3730,-70.18,53.22,0.1430,-0.1387,-0.7065,0.8183
96209266,-0.0685,-0.3498,-19.3999,-10.5041,6.1271,20.10,42.85,-0.1538,0.1559,-0.2613,0.3538
96228436,-0.1870,-0.3865,-19.6808,-20.8839,25.7287,47.07,28.39,-0.2097,0.2290,-0.6570,0.7387
96247606,0.0021,-0.3985,-19.3354,72.0518,2.6315,-72.34,53.16,-0.0656,0.0591,-0.4441,0.5387
96266775,-0.0383,-0.2494,-19.6199,-34.8811,-12.0681,40.24,46.99,-0.1409,0.1753,-0.2591,0.3409
96285945,-0.1418,-0.2012,-19.1756,-27.5492,23.6608,47.41,4.51,0.0075,0.0505,-0.2011,0.2634
96305115,-0.1160,-0.3827,-20.0745,-2.1752,14.0035,18.41,39.57,-0.4032,0.4140,-0.4183,0.5237
96324285,-0.1692,-0.4391,-19.4437,-24.6636,16.9810,48.35,44.49,-0.1409,0.1925,-0.5774,0.6570
96343455,-0.0952,-0.3408,-19.4820,-17.0276,3.0964,30.36,44.62,-0.0677,0.1280,-0.3989,0.3860
96362625,-0.0471,-0.2145,-18.5819,-30.6782,15.0285,37.28,15.00,0.2441,-0.2290,-0.2548,0.3043
96381795,-0.0735,-0.2539,-19.5555,-6.8863,-7.3109,17.18,42.85,-0.0849,0.1301,-0.3022,0.4011
96400965,-0.0283,-0.4133,-19.2903,28.6867,5.9413,-24.73,51.92,-0.0785,0.0871,-0.7301,0.8226
96420135,-0.0928,-0.4436,-18.8077,-2.2226,4.4174,15.22,57.68,0.0333,-0.0140,-0.3796,0.4742
96439305,-0.0532,-0.3430,-19.0498,6.7037,-10.0552,0.75,58.08,-0.0269,0.0183,-0.2462,0.2570
96458475,-0.0800,-0.2413,-19.2625,8.7809,-22.6213,2.42,56.41,0.0570,-0.0333,-0.2011,-0.0097
96477644,-0.0784,-0.2673,-20.5193,18.0509,-31.7470,-7.08,69.17,-0.4204,0.4075,0.1215,-0.1086
96496814,-0.0923,-0.4401,-20.0265,3.8989,-25.1198,9.02,86.73,-0.2505,0.2355,-0.5624,0.6548
96515983,-0.0141,-0.3212,-19.2270,-9.0788,4.5294,11.06,40.43,-0.0484,0.0677,-0.2763,0.3731
96535153,-0.0960,-0.3838,-19.8758,16.0803,1.5840,-2.65,52.14,-0.3903,0.4011,-0.3839,0.4656
96554323,-0.1188,-0.3305,-19.3248,41.0768,-15.2094,-24.44,61.48,-0.1323,0.1645,-0.4226,0.4828
96573492,-0.1225,-0.3415,-19.4488,-22.6698,-34.5702,39.82,82.38,-0.1151,0.1258,-0.1925,0.2527
96592662,-0.0898,-0.3954,-20.3619,16.4202,-45.3553,-3.85,100.72,-0.2441,0.2677,-0.4269,0.2269
96611832,-0.0124,-0.3485,-19.3587,2.9169,-28.6546,-1.18,77.45,-0.0075,0.0699,-0.3000,0.4054
96631002,0.0211,-0.4057,-18.4916,9.6882,2.7521,-12.65,54.04,0.1903,-0.1817,-0.4183,0.4892
96650172,-0.0192,-0.3525,-19.4613,20.9499,-6.3708,-18.26,55.72,-0.2183,0.2505,-0.2097,0.2742
96669342,-0.1434,-0.3303,-19.4500,-18.5973,-11.3028,38.67,57.55,-0.1817,0.2204,-0.2441,0.3215
96688511,-0.1521,-0.3202,-20.3701,7.8053,-3.5802,13.49,48.41,-0.4484,0.4828,-0.2699,0.3473
96707681,-0.0691,-0.3222,-19.5446,-49.0121,-14.7924,58.68,59.91,0.0828,0.1172,-0.3194,0.3903
96726851,0.0147,-0.4185,-19.4876,-1.6981,12.1190,-0.36,46.48,-0.0204,0.0785,-0.6247,0.7237
96746020,-0.1058,-0.4278,-19.8300,-16.3943,-41.3403,31.21,101.23,-0.3237,0.3667,-0.3925,0.4785
96765189,-0.1201,-0.3782,-19.8754,14.1462,-10.1651,2.67,63.12,-0.4204,0.4441,-0.3817,0.4656
96784359,-0.0264,-0.3404,-18.7730,6.1883,-13.2601,-2.50,60.92,0.0785,-0.0591,-0.2613,0.3645
96803529,-0.0338,-0.3070,-20.0023,-1.2057,-17.4882,5.93,60.47,-0.2484,0.2527,-0.2699,0.3280
96822698,-0.2133,-0.3369,-19.5159,-85.1729,11.0424,115.04,36.13,0.0054,0.0247,-0.3925,0.4656
96841867,-0.0404,-0.3545,-19.2427,0.4604,9.4676,5.19,40.17,-0.0118,0.0118,-0.4806,0.5409
96861037,-0.0752,-0.3335,-19.9064,34.2581,-4.5567,-23.73,51.24,-0.4011,0.3968,-0.1710,0.2398
96880207,-0.0238,-0.3036,-18.5013,-10.4432,18.3130,13.78,24.20,0.1430,-0.0613,-0.2677,0.3602
96899377,-0.0872,-0.2626,-19.6283,5.6757,27.0618,6.54,9.71,-0.2247,0.2312,-0.4398,0.5086
