variant,magnet_n,n_runs,success_count,graph_build_time_s_mean,graph_build_time_s_median,graph_build_time_s_min,graph_build_time_s_max,build_ocp_time_s_mean,build_ocp_time_s_median,build_ocp_time_s_min,build_ocp_time_s_max,build_sim_time_s_mean,build_sim_time_s_median,build_sim_time_s_min,build_sim_time_s_max,build_total_time_s_mean,build_total_time_s_median,build_total_time_s_min,build_total_time_s_max,total_wall_time_s_mean,total_wall_time_s_median,total_wall_time_s_min,total_wall_time_s_max,solve_wall_mean_ms_mean,solve_wall_mean_ms_median,solve_wall_mean_ms_min,solve_wall_mean_ms_max,solve_wall_median_ms_mean,solve_wall_median_ms_median,solve_wall_median_ms_min,solve_wall_median_ms_max,solve_wall_p95_ms_mean,solve_wall_p95_ms_median,solve_wall_p95_ms_min,solve_wall_p95_ms_max,solve_wall_max_ms_mean,solve_wall_max_ms_median,solve_wall_max_ms_min,solve_wall_max_ms_max,generated_code_bytes_mean,generated_code_bytes_median,generated_code_bytes_min,generated_code_bytes_max,per_run_bytes_mean,per_run_bytes_median,per_run_bytes_min,per_run_bytes_max,per_run_c_lines_mean,per_run_c_lines_median,per_run_c_lines_min,per_run_c_lines_max,per_run_dyn_c_lines_mean,per_run_dyn_c_lines_median,per_run_dyn_c_lines_min,per_run_dyn_c_lines_max,sqp_iter_mean_mean,sqp_iter_mean_median,sqp_iter_mean_min,sqp_iter_mean_max,sqp_iter_max_mean,sqp_iter_max_median,sqp_iter_max_min,sqp_iter_max_max
full,80,3,3,0.176376333333333,0.175672,0.175454,0.178003,12.6508873333333,12.608897,12.599347,12.744418,12.7529596666667,12.736883,12.685963,12.836033,25.4039596666667,25.435495,25.29497,25.481414,76.5204046666667,76.618847,76.29984,76.642527,17.240468,17.2458245,17.2026395,17.27294,17.154,17.174,17.093,17.195,17.6058,17.5961,17.56415,17.65715,22.4026666666667,22.828,20.391,23.989,8250862,8250862,8250862,8250862,8240802,8240802,8240802,8240802,124539,124539,124539,124539,120625,120625,120625,120625,1,1,1,1,1,1,1,1
full,100,3,3,0.177904333333333,0.176443,0.176275,0.180995,12.7616746666667,12.703876,12.685775,12.895373,12.8511043333333,12.751882,12.733819,13.067612,25.612908,25.455871,25.419711,25.963142,85.3078006666667,85.41836,84.873231,85.631811,21.36587,21.332719,21.3286865,21.4362045,21.2233333333333,21.218,21.216,21.236,22.5744833333333,22.8642,21.70205,23.1572,31.113,31.567,30.174,31.598,8633736,8633736,8633736,8633736,8623676,8623676,8623676,8623676,126909,126909,126909,126909,122995,122995,122995,122995,1,1,1,1,1,1,1,1
reduced,4,3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
reduced,6,3,3,0.377054666666667,0.368072,0.358576,0.404516,11.6531553333333,11.73155,11.48426,11.743656,11.7311693333333,11.719465,11.698829,11.775214,23.3844503333333,23.45113,23.183208,23.519013,37.4696106666667,37.626717,36.938196,37.843919,2.83957843137255,2.80788235294118,2.80544117647059,2.90541176470588,2.04866666666667,2.021,2.0155,2.1095,6.83443333333333,6.83555,6.8314,6.83635,9.12366666666667,9.147,9.021,9.203,6402390,6402390,6402390,6402390,6391967,6391967,6391967,6391967,106158,106158,106158,106158,102266,102266,102266,102266,1,1,1,1,1,1,1,1
reduced,8,3,3,0.356360333333333,0.356279,0.353007,0.359795,11.278988,11.27934,11.249907,11.307717,11.374312,11.354247,11.336344,11.432345,22.653429,22.633709,22.586403,22.740175,36.846472,36.8075,36.806119,36.925797,3.0881568627451,3.08276470588235,3.05917647058824,3.12252941176471,2.43,2.431,2.3845,2.4745,6.02621666666667,5.95535,5.9211,6.2022,9.00566666666667,8.38,8.356,10.281,6436830,6436830,6436830,6436830,6426407,6426407,6426407,6426407,106328,106328,106328,106328,102436,102436,102436,102436,1,1,1,1,1,1,1,1
reduced,10,3,3,0.366624666666667,0.366103,0.360244,0.373527,11.301659,11.287698,11.282062,11.335217,11.3071883333333,11.333079,11.227467,11.361019,22.6089773333333,22.620891,22.509682,22.696359,42.84248,42.626546,42.576954,43.32394,2.57803716666667,2.578955,2.5691715,2.585985,2.537,2.538,2.532,2.541,2.74405,2.735,2.73205,2.7651,5.11933333333333,4.962,4.936,5.46,6464888,6464888,6464888,6464888,6454465,6454465,6454465,6454465,106514,106514,106514,106514,102622,102622,102622,102622,1,1,1,1,1,1,1,1
reduced,12,3,3,0.359947,0.360737,0.354131,0.364973,11.446549,11.405138,11.361224,11.573285,11.530595,11.526266,11.476253,11.589266,22.9772633333333,22.994523,22.837596,23.099671,43.3087696666667,43.22307,43.071407,43.631832,2.97641366666667,2.978923,2.966749,2.983569,2.93766666666667,2.938,2.93,2.945,3.14506666666667,3.14205,3.14,3.15315,6.07566666666667,5.47,5.385,7.372,6517116,6517116,6517116,6517116,6506693,6506693,6506693,6506693,106800,106800,106800,106800,102908,102908,102908,102908,1,1,1,1,1,1,1,1
reduced,16,3,3,0.361416,0.364296,0.352278,0.367674,11.449612,11.460535,11.412045,11.476256,11.4860896666667,11.48331,11.480721,11.494238,22.935819,22.954883,22.892883,22.959691,43.3028266666667,43.405872,43.093343,43.409265,3.80398166666667,3.809471,3.785472,3.817002,3.75366666666667,3.755,3.751,3.755,4.00803333333333,4.00105,3.99205,4.031,7.066,6.237,6.234,8.727,6582297,6582297,6582297,6582297,6571874,6571874,6571874,6571874,107184,107184,107184,107184,103292,103292,103292,103292,1,1,1,1,1,1,1,1
reduced,20,3,3,0.353092333333333,0.353362,0.352374,0.353541,11.3695396666667,11.366111,11.350604,11.391904,11.4797293333333,11.439733,11.437025,11.56243,22.8493953333333,22.831766,22.803264,22.913156,47.5196416666667,47.542435,47.422617,47.593873,4.578448,4.580687,4.570755,4.583902,4.53133333333333,4.528,4.526,4.54,4.7599,4.75,4.73035,4.79935,7.13966666666667,7.183,7.007,7.229,6651668,6651668,6651668,6651668,6641245,6641245,6641245,6641245,107630,107630,107630,107630,103738,103738,103738,103738,1,1,1,1,1,1,1,1
reduced,30,3,3,0.356505333333333,0.354135,0.352974,0.362407,11.4166553333333,11.443362,11.36284,11.443764,11.5538986666667,11.557574,11.543511,11.560611,22.9706756666667,23.001055,22.906472,23.0045,51.7040666666667,51.689912,51.623023,51.799265,6.55807833333333,6.566775,6.521758,6.585702,6.50833333333333,6.509,6.485,6.531,6.7426,6.73855,6.729,6.76025,9.69,9.521,9.287,10.262,6816938,6816938,6816938,6816938,6806515,6806515,6806515,6806515,108658,108658,108658,108658,104766,104766,104766,104766,1,1,1,1,1,1,1,1
reduced,40,3,3,0.353717666666667,0.353278,0.353215,0.35466,11.401995,11.371866,11.355671,11.478448,11.5282776666667,11.537437,11.485962,11.561434,22.9303886666667,22.909414,22.841754,23.039998,55.4530566666667,55.521202,55.116348,55.72162,8.42830216666666,8.4272585,8.4193055,8.43834249999999,8.37033333333333,8.368,8.367,8.376,8.6674,8.669,8.65905,8.67415,12.482,12.559,12.305,12.582,6976362,6976362,6976362,6976362,6965939,6965939,6965939,6965939,109674,109674,109674,109674,105782,105782,105782,105782,1,1,1,1,1,1,1,1
reduced,60,3,3,0.355838666666667,0.351899,0.351426,0.364191,11.4359523333333,11.453494,11.363423,11.49094,11.5279576666667,11.559227,11.422696,11.60195,22.9640383333333,22.965527,22.913751,23.012837,64.764488,64.790355,64.647776,64.855333,12.1735221666667,12.1678945,12.1625085,12.1901635,12.0996666666667,12.101,12.094,12.104,12.4259,12.434,12.39105,12.45265,16.2073333333333,15.581,14.881,18.16,7296776,7296776,7296776,7296776,7286353,7286353,7286353,7286353,111780,111780,111780,111780,107888,107888,107888,107888,1,1,1,1,1,1,1,1
reduced,80,3,3,0.353973333333333,0.354352,0.350419,0.357149,11.4201253333333,11.403224,11.388672,11.46848,11.5599083333333,11.56962,11.512644,11.597461,22.9801863333333,22.972995,22.901488,23.066076,71.3508256666667,71.194231,71.152461,71.705785,15.8493125,15.883276,15.7799655,15.884696,15.7716666666667,15.796,15.71,15.809,16.2020333333333,16.19905,16.19905,16.208,20.1223333333333,19.953,19.55,20.864,7626692,7626692,7626692,7626692,7616269,7616269,7616269,7616269,113824,113824,113824,113824,109932,109932,109932,109932,1,1,1,1,1,1,1,1
reduced,100,3,3,0.358664,0.359269,0.35688,0.359843,11.679418,11.689138,11.616961,11.732155,11.8159376666667,11.805033,11.74448,11.8983,23.4954853333333,23.515385,23.433739,23.537332,80.2264946666667,80.169232,80.140908,80.369344,19.7520396666667,19.7560335,19.7406655,19.75942,19.5853333333333,19.59,19.572,19.594,20.9073166666667,20.90355,20.86055,20.95785,25.6893333333333,24.242,23.727,29.099,7967710,7967710,7967710,7967710,7957287,7957287,7957287,7957287,115930,115930,115930,115930,112038,112038,112038,112038,1,1,1,1,1,1,1,1
