run_id,variant,magnet_n,repetition,completed,timestamp_start,timestamp_end,nx,N,Tf,dt,sim_steps_requested,sim_steps_completed,disturbance_time_s,disturbance_applied,perturbation_scale,graph_build_time_s,equilibrium_time_s,n_instructions,n_nodes,nnz_jac_x,nnz_jac_u,ext_fun_compile_flags,dynamics_impl,correction_factor_fast,correction_time_s,build_ocp_time_s,build_sim_time_s,build_total_time_s,external_dyn_build_time_s,total_wall_time_s,generated_code_bytes,zEq_m,status_ok_count,status_max_iter_count,status_qp_fail_count,status_nonzero_count,diverged,sqp_iter_mean,sqp_iter_max,solve_time_reported_mean_ms,solve_time_reported_median_ms,solve_time_reported_p95_ms,solve_time_reported_max_ms,solve_wall_mean_ms,solve_wall_median_ms,solve_wall_p95_ms,solve_wall_max_ms,sim_wall_mean_ms,sim_wall_max_ms,final_state_error_norm,final_position_error_m,final_angle_norm_deg,rms_state_error_norm,rms_position_error_m,max_position_error_m,max_angle_norm_deg,mean_control_abs,max_control_abs,generated_code_dir,error_message,failure_category,per_run_bytes,per_run_c_lines,per_run_dyn_c_lines
reduced_n0040_rep02_mapped,reduced,40,2,1,21-May-2026 11:51:26,21-May-2026 11:52:22,10,10,0.05,0.005,2000,2000,5,1,0.05,0.353215,0.050565,278,278,34,20,-O1,mapped,0.564394806949419,13.631199,11.478448,11.561434,23.039998,NaN,55.72162,6976362,0.0301191786658315,2000,0,0,0,0,1,1,8.412748,8.357,8.63845,12.556,8.4272585,8.368,8.65905,12.582,0.6160765,8.207,3.96524369897251e-12,3.94892105211547e-12,7.80385162168609e-14,0.114467833060349,0.000142715975660612,0.00236739508342847,0.699020556358804,0.0153293203759259,0.999999999999999,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/reduced_n0040_rep02_mapped,,ok,6965939,109674,105782
reduced_n0040_rep03_mapped,reduced,40,3,1,21-May-2026 11:52:22,21-May-2026 11:53:17,10,10,0.05,0.005,2000,2000,5,1,0.05,0.353278,0.050474,278,278,34,20,-O1,mapped,0.564394806949419,13.204907,11.355671,11.485962,22.841754,NaN,55.116348,6976362,0.0301191786658315,2000,0,0,0,0,1,1,8.423522,8.364,8.65215,12.534,8.43834249999999,8.376,8.67415,12.559,0.6169745,10.741,3.96524369897251e-12,3.94892105211547e-12,7.80385162168609e-14,0.114467833060349,0.000142715975660612,0.00236739508342847,0.699020556358804,0.0153293203759259,0.999999999999999,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/reduced_n0040_rep03_mapped,,ok,6965939,109674,105782
full_n0060_rep01_mapped,full,60,1,1,21-May-2026 11:53:17,21-May-2026 11:54:26,12,10,0.05,0.005,2000,2000,5,1,0.05,0.180758,0.058618,280,280,51,24,-O1,mapped,0.564394807509528,14.909257,12.60618,12.610126,25.216434,NaN,69.129475,7877410,0.0301191786658315,2000,0,0,0,0,1,1,13.1719985,13.097,13.4091,17.742,13.186925,13.109,13.426,17.868,0.9188,8.508,0.000428611604866211,9.72451410005086e-14,0.0244774419187734,0.114504155989707,0.000142652707842456,0.00236739064693902,0.700665266950411,0.0153148598774132,0.999999999999985,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/full_n0060_rep01_mapped,,ok,7867350,122219,118305
full_n0060_rep02_mapped,full,60,2,1,21-May-2026 11:54:26,21-May-2026 11:55:35,12,10,0.05,0.005,2000,2000,5,1,0.05,0.176743,0.057734,280,280,51,24,-O1,mapped,0.564394807509528,14.732972,12.613634,12.629512,25.243259,NaN,68.929465,7877410,0.0301191786658315,2000,0,0,0,0,1,1,13.14317,13.061,13.5493,16.039,13.158139,13.073,13.569,16.055,0.915127999999998,8.817,0.000428611604866211,9.72451410005086e-14,0.0244774419187734,0.114504155989707,0.000142652707842456,0.00236739064693902,0.700665266950411,0.0153148598774132,0.999999999999985,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/full_n0060_rep02_mapped,,ok,7867350,122219,118305
full_n0060_rep03_mapped,full,60,3,1,21-May-2026 11:55:35,21-May-2026 11:56:45,12,10,0.05,0.005,2000,2000,5,1,0.05,0.180336,0.060487,280,280,51,24,-O1,mapped,0.564394807509528,14.658911,13.144231,12.797133,25.941503,NaN,69.491874,7877410,0.0301191786658315,2000,0,0,0,0,1,1,13.114137,13.0075,13.4653,19.99,13.1289475,13.0195,13.48405,20.026,0.913019000000001,8.895,0.000428611604866211,9.72451410005086e-14,0.0244774419187734,0.114504155989707,0.000142652707842456,0.00236739064693902,0.700665266950411,0.0153148598774132,0.999999999999985,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/full_n0060_rep03_mapped,,ok,7867350,122219,118305
reduced_n0060_rep01_mapped,reduced,60,1,1,21-May-2026 11:56:45,21-May-2026 11:57:50,10,10,0.05,0.005,2000,2000,5,1,0.05,0.364191,0.057964,278,278,34,20,-O1,mapped,0.564394807509528,14.829289,11.49094,11.422696,22.913751,NaN,64.790355,7296776,0.0301191786658315,2000,0,0,0,0,1,1,12.1480575,12.092,12.37705,15.12,12.1625085,12.104,12.39105,15.581,0.873308000000002,17.932,3.95174419040402e-12,3.94892105133449e-12,5.94313447423358e-14,0.114467832838841,0.00014271597541526,0.00236739508250887,0.699020556396918,0.0153293202796588,0.999999999999999,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/reduced_n0060_rep01_mapped,,ok,7286353,111780,107888
reduced_n0060_rep02_mapped,reduced,60,2,1,21-May-2026 11:57:50,21-May-2026 11:58:55,10,10,0.05,0.005,2000,2000,5,1,0.05,0.351899,0.060585,278,278,34,20,-O1,mapped,0.564394807509528,14.799392,11.453494,11.559227,23.012837,NaN,64.855333,7296776,0.0301191786658315,2000,0,0,0,0,1,1,12.153425,12.09,12.40935,14.839,12.1678945,12.101,12.434,14.881,0.869791500000002,8.827,3.95174419040402e-12,3.94892105133449e-12,5.94313447423358e-14,0.114467832838841,0.00014271597541526,0.00236739508250887,0.699020556396918,0.0153293202796588,0.999999999999999,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/reduced_n0060_rep02_mapped,,ok,7286353,111780,107888
reduced_n0060_rep03_mapped,reduced,60,3,1,21-May-2026 11:58:55,21-May-2026 11:59:59,10,10,0.05,0.005,2000,2000,5,1,0.05,0.351426,0.058541,278,278,34,20,-O1,mapped,0.564394807509528,14.593411,11.363423,11.60195,22.965527,NaN,64.647776,7296776,0.0301191786658315,2000,0,0,0,0,1,1,12.175264,12.083,12.4401,18.124,12.1901635,12.094,12.45265,18.16,0.871605000000002,8.73,3.95174419040402e-12,3.94892105133449e-12,5.94313447423358e-14,0.114467832838841,0.00014271597541526,0.00236739508250887,0.699020556396918,0.0153293202796588,0.999999999999999,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/reduced_n0060_rep03_mapped,,ok,7286353,111780,107888
full_n0080_rep01_mapped,full,80,1,1,21-May-2026 11:59:59,21-May-2026 12:01:16,12,10,0.05,0.005,2000,2000,5,1,0.05,0.175672,0.065185,280,280,51,24,-O1,mapped,0.564394806735592,13.439249,12.744418,12.736883,25.481414,NaN,76.642527,8250862,0.0301191786658315,2000,0,0,0,0,1,1,17.2583445,17.183,17.581,20.287,17.27294,17.195,17.5961,20.391,1.187354,9.037,0.000428611604895914,9.72486119904431e-14,0.0244774419204917,0.114504156295547,0.000142652708181545,0.00236739064820926,0.700665266890618,0.0153148600125048,0.999999999999985,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/full_n0080_rep01_mapped,,ok,8240802,124539,120625
full_n0080_rep02_mapped,full,80,2,1,21-May-2026 12:01:16,21-May-2026 12:02:33,12,10,0.05,0.005,2000,2000,5,1,0.05,0.175454,0.064886,280,280,51,24,-O1,mapped,0.564394806735592,13.183825,12.599347,12.836033,25.435495,NaN,76.29984,8250862,0.0301191786658315,2000,0,0,0,0,1,1,17.2303735,17.162,17.55205,19.311,17.2458245,17.174,17.56415,22.828,1.186582,9.748,0.000428611604895914,9.72486119904431e-14,0.0244774419204917,0.114504156295547,0.000142652708181545,0.00236739064820926,0.700665266890618,0.0153148600125048,0.999999999999985,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/full_n0080_rep02_mapped,,ok,8240802,124539,120625
full_n0080_rep03_mapped,full,80,3,1,21-May-2026 12:02:33,21-May-2026 12:03:49,12,10,0.05,0.005,2000,2000,5,1,0.05,0.178003,0.064695,280,280,51,24,-O1,mapped,0.564394806735592,13.752496,12.608897,12.685963,25.29497,NaN,76.618847,8250862,0.0301191786658315,2000,0,0,0,0,1,1,17.1877975,17.081,17.64,23.953,17.2026395,17.093,17.65715,23.989,1.1776055,9.713,0.000428611604895914,9.72486119904431e-14,0.0244774419204917,0.114504156295547,0.000142652708181545,0.00236739064820926,0.700665266890618,0.0153148600125048,0.999999999999985,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/full_n0080_rep03_mapped,,ok,8240802,124539,120625
reduced_n0080_rep01_mapped,reduced,80,1,1,21-May-2026 12:03:49,21-May-2026 12:05:01,10,10,0.05,0.005,2000,2000,5,1,0.05,0.350419,0.066034,278,278,34,20,-O1,mapped,0.564394806735592,13.262627,11.388672,11.512644,22.901488,NaN,71.152461,7626692,0.0301191786658315,2000,0,0,0,0,1,1,15.8684195,15.798,16.18605,20.441,15.883276,15.809,16.19905,20.864,1.123006,9.455,3.95127092594968e-12,3.94891411397473e-12,1.2442487713799e-13,0.114467833144931,0.000142715975754277,0.00236739508377916,0.699020556344289,0.015329320412686,0.999999999999999,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/reduced_n0080_rep01_mapped,,ok,7616269,113824,109932
reduced_n0080_rep02_mapped,reduced,80,2,1,21-May-2026 12:05:01,21-May-2026 12:06:12,10,10,0.05,0.005,2000,2000,5,1,0.05,0.357149,0.065176,278,278,34,20,-O1,mapped,0.564394806735592,13.447263,11.403224,11.56962,22.972995,NaN,71.194231,7626692,0.0301191786658315,2000,0,0,0,0,1,1,15.76536,15.698,16.19405,19.427,15.7799655,15.71,16.208,19.55,1.115264,9.22,3.95127092594968e-12,3.94891411397473e-12,1.2442487713799e-13,0.114467833144931,0.000142715975754277,0.00236739508377916,0.699020556344289,0.015329320412686,0.999999999999999,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/reduced_n0080_rep02_mapped,,ok,7616269,113824,109932
reduced_n0080_rep03_mapped,reduced,80,3,1,21-May-2026 12:06:12,21-May-2026 12:07:24,10,10,0.05,0.005,2000,2000,5,1,0.05,0.354352,0.065467,278,278,34,20,-O1,mapped,0.564394806735592,13.651436,11.46848,11.597461,23.066076,NaN,71.705785,7626692,0.0301191786658315,2000,0,0,0,0,1,1,15.8702925,15.785,16.18705,19.554,15.884696,15.796,16.19905,19.953,1.1225085,9.171,3.95127092594968e-12,3.94891411397473e-12,1.2442487713799e-13,0.114467833144931,0.000142715975754277,0.00236739508377916,0.699020556344289,0.015329320412686,0.999999999999999,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/reduced_n0080_rep03_mapped,,ok,7616269,113824,109932
full_n0100_rep01_mapped,full,100,1,1,21-May-2026 12:07:24,21-May-2026 12:08:49,12,10,0.05,0.005,2000,2000,5,1,0.05,0.176443,0.072313,280,280,51,24,-O1,mapped,0.564394804487855,13.035215,12.703876,12.751882,25.455871,NaN,84.873231,8633736,0.0301191786658315,2000,0,0,0,0,1,1,21.318239,21.224,21.68205,31.529,21.332719,21.236,21.70205,31.567,1.4563095,9.378,0.0004286116051102,9.72416733389056e-14,0.0244774419327828,0.114504157183787,0.000142652709166319,0.0023673906518979,0.700665266716823,0.0153148604048412,0.999999999999985,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/full_n0100_rep01_mapped,,ok,8623676,126909,122995
full_n0100_rep02_mapped,full,100,2,1,21-May-2026 12:08:49,21-May-2026 12:10:14,12,10,0.05,0.005,2000,2000,5,1,0.05,0.180995,0.071777,280,280,51,24,-O1,mapped,0.564394804487855,13.322129,12.685775,12.733819,25.419711,NaN,85.41836,8633736,0.0301191786658315,2000,0,0,0,0,1,1,21.4168605,21.203,23.0861,31.535,21.4362045,21.216,23.1572,31.598,1.471643,9.665,0.0004286116051102,9.72416733389056e-14,0.0244774419327828,0.114504157183787,0.000142652709166319,0.0023673906518979,0.700665266716823,0.0153148604048412,0.999999999999985,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/full_n0100_rep02_mapped,,ok,8623676,126909,122995
full_n0100_rep03_mapped,full,100,3,1,21-May-2026 12:10:14,21-May-2026 12:11:40,12,10,0.05,0.005,2000,2000,5,1,0.05,0.176275,0.080875,280,280,51,24,-O1,mapped,0.564394804487855,13.228944,12.895373,13.067612,25.963142,NaN,85.631811,8633736,0.0301191786658315,2000,0,0,0,0,1,1,21.3085085,21.2035,22.7234,30.146,21.3286865,21.218,22.8642,30.174,1.460941,10.047,0.0004286116051102,9.72416733389056e-14,0.0244774419327828,0.114504157183787,0.000142652709166319,0.0023673906518979,0.700665266716823,0.0153148604048412,0.999999999999985,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/full_n0100_rep03_mapped,,ok,8623676,126909,122995
reduced_n0100_rep01_mapped,reduced,100,1,1,21-May-2026 12:11:40,21-May-2026 12:13:00,10,10,0.05,0.005,2000,2000,5,1,0.05,0.35688,0.072588,278,278,34,20,-O1,mapped,0.564394804487855,13.601781,11.689138,11.74448,23.433739,NaN,80.369344,7967710,0.0301191786658315,2000,0,0,0,0,1,1,19.740774,19.578,20.7844,23.481,19.75942,19.59,20.86055,23.727,1.385856,9.772,3.95104258585386e-12,3.94892452161928e-12,1.04628971539786e-13,0.114467834033905,0.000142715976738885,0.00236739508746856,0.699020556191443,0.015329320799046,0.999999999999999,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/reduced_n0100_rep01_mapped,,ok,7957287,115930,112038
reduced_n0100_rep02_mapped,reduced,100,2,1,21-May-2026 12:13:01,21-May-2026 12:14:21,10,10,0.05,0.005,2000,2000,5,1,0.05,0.359269,0.072674,278,278,34,20,-O1,mapped,0.564394804487855,13.327645,11.616961,11.8983,23.515385,NaN,80.140908,7967710,0.0301191786658315,2000,0,0,0,0,1,1,19.7374365,19.582,20.88575,29.063,19.7560335,19.594,20.95785,29.099,1.3830805,9.75,3.95104258585386e-12,3.94892452161928e-12,1.04628971539786e-13,0.114467834033905,0.000142715976738885,0.00236739508746856,0.699020556191443,0.015329320799046,0.999999999999999,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/reduced_n0100_rep02_mapped,,ok,7957287,115930,112038
reduced_n0100_rep03_mapped,reduced,100,3,1,21-May-2026 12:14:21,21-May-2026 12:15:41,10,10,0.05,0.005,2000,2000,5,1,0.05,0.359843,0.07209,278,278,34,20,-O1,mapped,0.564394804487855,13.361519,11.732155,11.805033,23.537332,NaN,80.169232,7967710,0.0301191786658315,2000,0,0,0,0,1,1,19.7226145,19.56,20.84805,24.182,19.7406655,19.572,20.90355,24.242,1.383048,9.554,3.95104258585386e-12,3.94892452161928e-12,1.04628971539786e-13,0.114467834033905,0.000142715976738885,0.00236739508746856,0.699020556191443,0.015329320799046,0.999999999999999,/home/mariujf/n_sweep/isolated_experiment2/results_magnet_n_sweep/generated_code/reduced_n0100_rep03_mapped,,ok,7957287,115930,112038
