t,x,y,z,alpha,beta,x_dot,y_dot,z_dot,alpha_dot,beta_dot,x_est,y_est,z_est,x_dot_est,y_dot_est,z_dot_est,err_x,err_y,err_z,err_x_dot,err_y_dot,err_z_dot,x_std,y_std,z_std,x_dot_std,y_dot_std,z_dot_std,bx,by,bz,bx_est,by_est,bz_est,bx_std,by_std,bz_std,nis,nees,cond_P,det_P,cond_S,det_S,runtime,filterVariant,nx,useSRformulation,RK4Iterations,updateJacobians,updateQ,cubature
0,0.3,-0.3,31.119178665731,1,1,0,0,0,0,0,0,0,30.119178665731,0,0,0,-0.3,0.3,-1,0,0,0,0,0,0,0,0,0,-0.00189438033401451,0.00187082593548675,-0.0108409137544472,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,1,0,1
0.005,0.268170921938716,-0.267951213633583,31.083047198672,2.39471827702708,2.41337902891314,-12.5374590164552,12.626173290358,-14.2993598704636,-6668.82661942291,-6690.26807911332,0.735915305927348,0.0206918989358863,30.874021885936,-10.701638717574,18.3796664143102,-11.4563249056348,0.467744383988632,0.28864311256947,-0.209025312735998,1.8358202988812,5.75349312395213,2.8430349648288,0.284436549609851,0.284451433243745,0.173931397990767,6.88790225755426,6.89064624584792,9.04013367760091,-1.71926893254337,1.97433738602416,10.7157135089441,-1.98387486317381,1.96674931976031,10.1825040543654,0.351671645404469,0.35163677251967,0.689153767631391,1.17636994960394,5.53359008047662,3236.31299174168,2.04375419321604e-35,3.84111579118597,7.26200646628321e-21,642.937,2,6,0,0,1,0,1
0.01,0.258938020945298,-0.257737848441894,30.9748028013864,4.44943003770763,4.48506399136533,9.16065976730538,-8.85600258570305,-28.7556803664636,-703.803206516405,-669.130230448313,0.145752143402096,-0.0270414165828447,30.8706572901301,5.33802783012312,-5.15428314734285,-25.017875126078,-0.113185877543202,0.230696431859049,-0.104145511256277,-3.82263193718226,3.7017194383602,3.7378052403856,0.215826371485578,0.215950787814432,0.112039235962172,9.42909422999424,9.43831939104339,12.1105957349251,2.10161358326856,-2.29763378357457,10.5503912710403,2.46150429809933,-2.20517655514942,10.5002740375476,0.139391941373612,0.139457205708045,0.144980888316705,7.25500433204111,2.33674222122659,12279.8045750296,1.74986944033033e-35,1.09208020003653,7.93977663393962e-24,656.289,2,6,0,0,1,0,1
0.015,0.299179724333251,-0.29664130562919,30.8017577878516,5.46458072619099,5.51390318303188,7.10244885948709,-6.87011046452481,-39.9247760253816,-1290.82381791069,-1312.6197638665,0.329516960726106,-0.137117965065335,30.7710871026766,5.84278567884652,-2.38312041961982,-35.5373267364478,0.0303372363928546,0.159523340563855,-0.0306706851749272,-1.25966318064058,4.48699004490499,4.38744928893386,0.190823822060284,0.190959561807715,0.0930240122550711,11.1713441830457,11.1771082814771,14.0956320314542,-0.491307226640957,0.545725591434733,10.5852123130574,-0.623682174409277,0.616693270777745,10.5351806754728,0.127344349289382,0.127385889794016,0.125429970023172,1.55001546422311,1.04144411265888,23598.6444713187,1.51816986876728e-35,1.03219134251901,4.13999259263877e-24,663.011,2,6,0,0,1,0,1
0.02,0.339483971272817,-0.335484792754836,30.5823265243794,6.41524989885031,6.49473294703131,9.197731858319,-8.84092681850495,-47.1591230181829,-548.18530470797,-568.18608157893,0.397589708903993,-0.168467295339081,30.6593219757538,8.51707209088659,-2.43258588085322,-39.7633645293975,0.0581057376311764,0.167017497415755,0.0769954513744793,-0.680659767432408,6.40834093765174,7.39575848878543,0.182947989080386,0.183078476408268,0.0975618924790024,12.3598134314189,12.3625694066008,14.1984403497162,-0.0915759731393203,0.155746668384432,10.4857557846625,-0.124545257368367,0.172572759111219,10.3785161936716,0.124945287632909,0.124976015154645,0.130050552108504,0.767724559209528,1.73345874307865,27558.9428178299,1.18108073552163e-35,1.08343976715856,4.12397629510732e-24,668.987,2,6,0,0,1,0,1
0.025,0.383341475369376,-0.377445809834837,30.3388564203688,7.09971231652749,7.2138981928925,8.49012434203507,-8.08227002044078,-49.4301307460559,-419.464788101452,-448.556231417054,0.283123868071353,-0.233431182538091,30.3851420759746,-1.80570362715442,-1.10568556903953,-51.5715575868203,-0.100217607298023,0.144014627296745,0.0462856556058024,-10.2958279691895,6.97658445140125,-2.14142684076442,0.182914506372633,0.183026687655317,0.105381507454984,13.0959298281706,13.0971195658949,12.9263236713314,-0.627096174396414,0.496265358199075,10.1759114752222,-0.487972416319645,0.54467724975734,10.283852493539,0.125553371075331,0.125571739281285,0.139360022225227,1.98129112072762,1.6817496489074,23236.3042370034,8.74674733878666e-36,1.23214134883333,4.82739342406798e-24,632.517,2,6,0,0,1,0,1
0.03,0.422957657364727,-0.414976648706065,30.0962705359778,7.63181210308953,7.78348656718326,7.48557917541346,-7.05207437900125,-46.7783817175355,-349.786173451684,-383.089984228289,0.296453558639013,-0.428342206598538,30.2098002092622,-4.61993603431007,-7.34512673822767,-47.541016114693,-0.126504098725714,-0.0133655578924735,0.11352967328436,-12.1055152097235,-0.293052359226416,-0.762634397157548,0.184463088306004,0.184539746097904,0.106508311125301,13.4594240498643,13.4597142044769,11.6398163929229,-0.616262420910363,0.452959698032516,10.1754363306261,-0.633594526865726,0.616609870587721,10.0650209386806,0.127862211292044,0.127876695881749,0.143979217596011,2.24642935585061,2.55158507837154,23098.0016552781,6.63963134266686e-36,1.26815990826308,5.54191626835365e-24,646.654,2,6,0,0,1,0,1
0.035,0.457087367683706,-0.447004315764923,29.8782804419754,8.04626618658762,8.23426286567211,6.2804411250593,-5.86546089277495,-39.6499520931566,-324.570589066879,-359.768373585719,0.402589746395733,-0.490648563438373,29.9603621097117,-1.87324232528254,-5.62925931597103,-45.9053927937554,-0.0544976212879724,-0.0436442476734505,0.082081667736298,-8.15368345034184,0.236201576803918,-6.25544070059876,0.186109638633685,0.186152377147508,0.104209401058144,13.6007202259239,13.6006097086911,10.9985425567559,-0.598617010153458,0.589462572962885,9.98461265430213,-0.708277833196207,0.61138697167235,9.99658512493744,0.129448838266827,0.129458996778214,0.142229310045479,0.753284094084595,2.4878684974321,22823.1026596264,5.55103826420941e-36,1.20724699177525,5.68116853308978e-24,646.622,2,6,0,0,1,0,1
0.04,0.485190230764257,-0.473198068223842,29.7050984917837,8.37602086608747,8.59633259787456,5.06010807761461,-4.70403621566149,-28.9959644226226,-312.651807404199,-347.161141780637,0.881284553054575,-0.534510630683157,29.7931184799369,22.6478010480689,-3.55948602138218,-35.846152458708,0.396094322290318,-0.061312562459315,0.0880199881532588,17.5876929704543,1.14455019427932,-6.85018803608538,0.186431387519681,0.186463785886981,0.101000075801247,13.6104751741541,13.6108579907353,10.8360592551163,-0.309018032566793,0.623793126299008,9.99776786332124,-0.711361212793836,0.634772175045519,9.89478295329085,0.131017808430222,0.131025851220364,0.140044349681106,9.96783625855316,7.71651606847957,23128.8895206401,4.87935751627725e-36,1.14265048704375,5.77966521827112e-24,656.052,2,6,0,0,1,0,1
0.045,0.507469732763819,-0.493931211464144,29.5911948700113,8.65209624716291,8.89909024032726,3.9361384024727,-3.66720991787035,-16.1454943031938,-298.374016442329,-329.312710076255,1.13930924707084,-0.607368712847978,29.5989872711061,31.9216926798347,-4.02973086328952,-27.4028174758616,0.631839514307025,-0.113437501383833,0.00779240109485477,27.985554277362,-0.362520945419166,-11.2573231726678,0.186211753295966,0.186318894958061,0.0987298043859408,13.5796149979056,13.5850335551293,10.8973834107922,-0.406864532641851,0.601211557940154,9.89700622217685,-0.52739113906627,0.647038886286996,9.90980496730445,0.131609310101575,0.131623214276455,0.138066746396011,0.970160066842586,15.3429603780168,23755.4089303649,4.48873202414166e-36,1.10235022122566,5.71981437502016e-24,644.984,2,6,0,0,1,0,1
0.05,0.524611903040439,-0.509985762290046,29.5438123378149,8.89820927763289,9.16526926648958,2.99010435869427,-2.81905472880216,-2.63115944066997,-272.521513274371,-296.685348793547,0.818349604018435,-0.387946721442699,29.4704328465738,6.9929633656953,12.2550768044473,-14.6549616217118,0.293737700977996,0.122039040847347,-0.0733794912410428,4.00285900700103,15.0741315332495,-12.0238021810418,0.18539497541084,0.185585044278981,0.097400108993228,13.5361657086907,13.5463520271968,10.9782714284098,-0.822703362373671,0.825947885486228,9.88047375206573,-0.427210211056177,0.628718495099939,9.90872992754587,0.132153733101375,0.13216095511143,0.137515146693094,11.2163316583369,8.00089906568891,24336.2780801705,4.18438565059437e-36,1.08419726671848,5.76824309048992e-24,648.233,2,6,0,0,1,0,1
0.055,0.537596451320112,-0.522355431504022,29.5624887688815,9.13174551071179,9.41194532084242,2.25825322565015,-2.18032679465964,10.0328916638227,-229.525508235318,-243.664295840734,1.09622042867665,-0.529863003435639,29.3624226490446,21.564255049406,4.68471876622665,-2.33630572320552,0.558623977356541,-0.00750757193161765,-0.200066119836924,19.3060018237559,6.8650455608863,-12.3691973870283,0.184715341843857,0.184890597553849,0.096834779416589,13.5136943479379,13.5210847763134,11.0121211594787,-0.380445410667064,0.565644348429484,9.90760084655878,-0.58288999739196,0.73399967354846,9.94163673053839,0.13226131998326,0.132263266763292,0.137280287371738,4.02034384047989,17.0545402914835,24706.0731319692,3.97045547927806e-36,1.07803184453732,5.76701415325232e-24,637.896,2,6,0,0,1,0,1
0.06,0.547471555110653,-0.532039477448793,29.6396714412935,9.35971455019045,9.6459650675158,1.7319617942906,-1.73248876132303,20.5576500020042,-165.873157322158,-167.357448297252,1.03447425334746,-0.593108106666448,29.4931348917034,14.7132048564436,2.38722863143314,20.4755051817028,0.487002698236805,-0.0610686292176549,-0.146536549590071,12.981243062153,4.11971739275616,-0.0821448203014545,0.184174597989865,0.184379420108814,0.0966781863783182,13.4994333618236,13.5086492782918,11.0070733516683,-0.605151240574869,0.597077373774028,10.2132231533287,-0.453183412235934,0.664677615592733,10.0087807787947,0.132254112944261,0.132241040237788,0.137423787932134,3.79488010328951,15.0280466049026,24878.6718097075,3.81915153713506e-36,1.08001188121015,5.77661267587652e-24,646.131,2,6,0,0,1,0,1
0.065,0.55512051719328,-0.539840562147794,29.7622461031049,9.57725878443939,9.86232433914747,1.35397963154509,-1.4152628510912,28.0312894640155,-83.1527424649202,-71.3162117886983,0.892336616436928,-0.668569751112161,29.7274735767384,4.32964352804362,-0.644598311903824,39.0706055492797,0.337216099243648,-0.128729188964367,-0.0347725263665256,2.97566389649853,0.770664539187373,11.0393160852643,0.185197709017333,0.185398549620183,0.0973992069790108,13.5285368485622,13.5367607925434,11.0022638062512,-0.680907242742768,0.56845759345629,10.4357831504039,-0.492140988818842,0.636685368002669,10.2495820587011,0.131261966325469,0.131249730992127,0.136395300715982,4.1897180258453,11.7516396451841,24862.3258909024,3.89123264438129e-36,1.08016918689158,5.52165305433936e-24,645.544,2,6,0,0,1,0,1
0.07,0.561078030453283,-0.546205155077901,29.9136238187893,9.77628854787604,10.0536115877677,1.04214850262629,-1.14626466628206,31.9875255558246,13.3485640044248,37.1881485636038,0.869360435756595,-0.776069844353587,29.8944757514387,2.44101540822504,-5.39636835151841,43.5132571879894,0.308282405303313,-0.229864689275686,-0.0191480673505523,1.39886690559876,-4.25010368523635,11.5257316321647,0.18740299871418,0.187567973566964,0.0987303323379997,13.577449123326,13.5828072318064,10.9896702420926,-0.606382399738242,0.521835726047865,10.477306582268,-0.570885370161359,0.609610909643743,10.5195214174101,0.130381276930786,0.130376093239557,0.135523235719109,0.62602386133544,12.102806225854,24619.0588279714,4.15416583590533e-36,1.08116270134221,5.30692827489462e-24,661.89,2,6,0,0,1,0,1
0.075,0.56551065622602,-0.551216002009793,30.0759543251928,9.93388521548281,10.1973534009997,0.731265442842719,-0.86210293774384,32.3876831692911,113.709570490172,144.708645530799,0.740086374737949,-0.736079653924974,30.0613900851126,-5.53823586051763,-1.06069235217043,42.9776769950844,0.174575718511929,-0.184863651915181,-0.0145642400801831,-6.26950130336035,-0.198589414426591,10.5899938257933,0.189472616184227,0.18959852788017,0.0999034229848818,13.6087160893461,13.6118735188198,10.9629787310036,-0.706524789535811,0.624192734968109,10.5863056389159,-0.593122784006423,0.571618686282658,10.6725105350032,0.13024132520627,0.130239358029862,0.135474583698522,1.32845922451093,9.57958734450954,24238.2377251139,4.4565065740545e-36,1.08242007277722,5.28070666129978e-24,639.997,2,6,0,0,1,0,1
